id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
5589,Cozy apt in Adams Morgan,6527,1/13/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Adams Morgan,4,4,t,t,Adams Morgan,20009,38.91933,-77.04124,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$118.00 ,$650.00 ,"$2,500.00 ",$100.00 ,$15.00 ,1,$10.00 ,3,13,3,6,1125,1125,3.6,1125,a week ago,0,95,12,9/22/09,3/5/20,91,10,8,10,10,10,9,f,f,f,moderate,f,f,2,0.74
7103,"Best of Washington - Great neighborhood, parking",17633,5/18/09,"Washington, District of Columbia, United States",within an hour,98%,f,Berkley,58,58,t,t,Berkley,20007,38.91988,-77.09796,t,Guest suite,Entire home/apt,2,1,1,2,Real Bed,$99.00 ,$506.00 ,"$1,517.00 ",$0.00 ,$35.00 ,1,$15.00 ,3,365,3,5,365,365,3.1,365,a week ago,0,190,106,8/15/10,3/10/20,97,10,10,10,10,10,10,f,t,f,moderate,f,t,54,1.63
9097,Adams Morgan Charm,6527,1/13/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Adams Morgan,4,4,t,t,Adams Morgan,20009,38.91966,-77.04306,f,Apartment,Private room,1,1,1,0,Pull-out Sofa,$42.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,2,7,2,2,1125,1125,2,1125,a week ago,0,112,13,10/25/09,10/30/19,97,10,9,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,2,0.88
9641,Sophisticated Logan Circle Loft,32067,8/17/09,"Washington D.C., District of Columbia, United States",within a few hours,93%,f,Logan Circle,4,4,t,t,Logan Circle,20005,38.91146,-77.03636,t,Loft,Entire home/apt,4,1,1,2,Real Bed,$195.00 ,"$1,400.00 ","$3,900.00 ","$1,000.00 ",$125.00 ,2,$75.00 ,2,180,2,2,180,180,2,180,4 weeks ago,70,153,18,3/22/10,2/16/20,95,10,10,10,10,10,9,f,f,f,moderate,t,t,2,1.26
11785,Sanctuary near Cathedral,32015,8/16/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Cathedral Heights,4,4,t,t,Cathedral Heights,20007,38.92828,-77.07638,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,$125.00 ,"$1,000.00 ",,$0.00 ,$75.00 ,2,$35.00 ,1,365,1,1,365,365,1,365,5 months ago,354,387,53,1/12/10,3/6/20,92,9,9,10,10,10,9,f,t,f,strict_14_with_grace_period,t,t,4,3.12
12442,Peaches & Cream near Cathedral,32015,8/16/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Cathedral Heights,4,4,t,t,Cathedral Heights,20007,38.92744,-77.07496,t,House,Private room,2,1.5,1,1,Real Bed,$69.00 ,$450.00 ,"$1,750.00 ",$0.00 ,$20.00 ,1,$25.00 ,1,365,1,1,365,365,1,365,6 months ago,365,92,35,3/12/10,1/8/20,93,9,9,10,10,10,9,f,t,f,strict_14_with_grace_period,t,t,4,0.75
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,11/13/09,"Washington, District of Columbia, United States",within an hour,100%,f,Columbia Heights,1,1,t,t,Columbia Heights,20010,38.92836,-77.03136,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,2,90,2,2,1125,1125,2,1125,4 months ago,327,25,4,4/11/10,2/16/20,98,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.21
13824,Natural Setting in DC,54317,11/14/09,"Washington, District of Columbia, United States",within an hour,90%,t,16th Street Heights,1,1,t,t,16th Street Heights,20011,38.95845,-77.03764,t,Guest suite,Entire home/apt,4,1,0,2,Real Bed,$100.00 ,$613.00 ,"$2,037.00 ",,$15.00 ,4,$25.00 ,2,60,2,2,60,60,2,60,4 days ago,264,167,25,12/7/09,2/8/20,98,10,10,10,10,10,10,f,t,f,flexible,f,f,1,1.33
14218,Quiet Comfort near Nat'l Cathedral,32015,8/16/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Cathedral Heights,4,4,t,t,Cathedral Heights,20007,38.927,-77.07645,t,House,Private room,2,1.5,1,1,Real Bed,$69.00 ,$450.00 ,"$1,600.00 ",$0.00 ,$20.00 ,1,$25.00 ,1,365,1,1,365,365,1,365,3 weeks ago,365,109,17,5/1/11,12/9/19,94,10,9,10,10,10,10,f,t,f,strict_14_with_grace_period,t,t,4,1.01
14570,Downtown Spacious Bedroom & Private Bath,56646,11/22/09,"Washington D.C., District of Columbia, United States",N/A,N/A,t,Downtown/Penn Quarter,1,1,t,t,Downtown/Penn Quarter,20001,38.90427,-77.02656,t,Apartment,Private room,3,1,1,2,Real Bed,$85.00 ,,"$2,300.00 ",$175.00 ,$35.00 ,1,$15.00 ,3,30,3,3,30,30,3,30,8 months ago,0,554,22,2/3/10,8/21/19,97,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,t,t,1,4.5
16684,Capitol Hill Guest Suite,64814,12/21/09,"Washington, District of Columbia, United States",within an hour,100%,t,Near Northeast/H Street Corridor,2,2,t,t,Capitol Hill,20002,38.89866,-77.00179,t,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$96.00 ,$830.00 ,"$2,500.00 ",$0.00 ,$120.00 ,2,$0.00 ,80,365,4,80,1125,1125,77.9,1125,2 weeks ago,146,170,3,1/18/10,12/19/19,98,10,10,10,10,10,10,f,t,f,flexible,f,f,3,1.37
17131,The Loft near National Cathedral,32015,8/16/09,"Washington D.C., District of Columbia, United States",within an hour,100%,f,Cathedral Heights,4,4,t,t,Cathedral Heights,20007,38.92708,-77.0768,t,House,Private room,2,1.5,1,1,Real Bed,$69.00 ,$435.00 ,"$1,500.00 ",$0.00 ,$20.00 ,1,$25.00 ,1,365,1,1,365,365,1,365,6 months ago,339,81,16,3/24/10,6/28/19,92,9,9,10,10,10,10,f,t,f,strict_14_with_grace_period,t,t,4,0.67
20067,Embassy Row /Glover Park,75938,1/31/10,"Washington D.C., District of Columbia, United States",within an hour,100%,t,Glover Park,1,1,t,f,Glover Park,20007,38.92466,-77.06834,t,House,Private room,2,1,1,1,Pull-out Sofa,$75.00 ,,,$0.00 ,$25.00 ,1,$47.00 ,3,31,3,3,31,31,3,31,3 months ago,86,115,29,4/11/10,3/6/20,95,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.95
22453,Elegant Logan Circle Loft Share,32067,8/17/09,"Washington D.C., District of Columbia, United States",within a few hours,93%,f,Logan Circle,4,4,t,t,Logan Circle,20005,38.90933,-77.03484,t,Loft,Shared room,1,1,1,1,Pull-out Sofa,$90.00 ,,,,,1,$0.00 ,2,4,2,2,4,4,2,4,2 weeks ago,88,97,10,3/25/10,3/10/20,96,10,10,10,10,10,10,f,f,f,flexible,t,t,2,0.8
25243,The Smithsonian Vacation House,104340,4/6/10,"Washington, District of Columbia, United States",within an hour,100%,f,Southwest Waterfront,2,2,t,f,Southwest Waterfront,20024,38.88107,-77.01891,t,Townhouse,Entire home/apt,8,2.5,3,5,Real Bed,$379.00 ,"$2,653.00 ","$9,200.00 ",$200.00 ,$175.00 ,6,$179.00 ,1,90,1,1,90,90,1,90,6 months ago,315,24,3,12/29/14,2/16/20,95,10,9,9,10,10,9,f,t,f,flexible,f,f,2,0.38
25366,Convention Center Rowhouse on P ST NW (3BR/2.5BA),2798,9/7/08,"Washington, District of Columbia, United States",within an hour,100%,f,Shaw,5,5,t,t,Shaw,20001,38.90689,-77.02509,t,Townhouse,Entire home/apt,11,2.5,3,3,Real Bed,$433.00 ,,,$400.00 ,$175.00 ,4,$20.00 ,2,365,2,2,365,365,2,365,a week ago,226,140,13,9/6/10,2/9/20,93,10,9,10,10,10,9,f,t,f,strict_14_with_grace_period,f,f,5,1.21
26147,Beautiful Cozy Full  Bed Room,5782,12/30/08,"Washington D.C., District of Columbia, United States",within an hour,100%,f,16th Street Heights,2,2,t,t,16th Street Heights,20011,38.95313,-77.03583,t,House,Private room,1,1.5,1,1,Real Bed,$40.00 ,,"$1,800.00 ",$100.00 ,$70.00 ,1,$0.00 ,28,365,28,28,365,365,28,365,9 months ago,365,9,0,5/2/10,8/20/18,90,9,9,10,9,9,9,f,t,f,strict_14_with_grace_period,f,t,1,0.07
27281,Capitol Hill H Street 1BR Apt :),117099,5/2/10,"Gaziantep, Gaziantep, Turkey",N/A,N/A,t,Near Northeast,1,1,t,t,Near Northeast/H Street Corridor,20002,38.90254,-76.99257,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,$645.00 ,$850.00 ,"$2,400.00 ",$500.00 ,$30.00 ,1,$0.00 ,3,35,3,3,35,35,3,35,39 months ago,364,15,0,6/11/10,7/14/16,95,9,9,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.13
32087,American Guest House - Room 301,138459,6/4/10,"Washington, District of Columbia, United States",within an hour,100%,f,Kalorama,12,12,t,t,Kalorama,20009,38.91766,-77.04598,t,Bed and breakfast,Private room,2,1,1,1,Real Bed,$169.00 ,,,$0.00 ,$0.00 ,2,$0.00 ,1,365,1,1,365,365,1,365,today,320,15,2,9/25/11,3/4/20,97,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,12,0.15
32584,Downtown DC Private Carriage House,29711,8/4/09,"Washington D.C., District of Columbia, United States",within an hour,100%,t,Shaw,4,4,t,t,Shaw,20001,38.91139,-77.0208,t,Barn,Entire home/apt,4,1,1,2,Real Bed,$129.00 ,,,,$60.00 ,2,$15.00 ,2,1125,2,2,1125,1125,2,1125,3 weeks ago,365,594,35,6/17/10,3/12/20,95,10,9,10,10,10,9,f,t,f,moderate,f,t,2,5
52092,People's Place 2- Convention Center,50148,10/31/09,"Berkeley, California, United States",within an hour,100%,f,Bedford-Stuyvesant,6,6,t,t,Shaw,20001,38.90879,-77.02403,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$130.00 ,$850.00 ,"$3,000.00 ",$400.00 ,$95.00 ,4,$25.00 ,4,365,4,4,365,365,4,365,3 days ago,61,184,23,9/26/10,1/27/20,87,10,9,10,9,10,9,f,t,f,strict_14_with_grace_period,f,t,3,1.59
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,10/4/10,"Washington D.C., District of Columbia, United States",within a day,90%,t,Logan Circle,1,1,t,f,Logan Circle,20009,38.91168,-77.03501,t,Apartment,Entire home/apt,2,,1,1,Real Bed,$195.00 ,,,,$100.00 ,1,$0.00 ,3,365,3,3,365,365,3,365,3 weeks ago,362,154,20,11/1/10,3/14/20,97,10,10,10,10,10,10,f,f,f,moderate,f,f,1,1.35
57340,Lovely bedroom near U.S. Capitol & Union Station,272903,10/27/10,"Washington, District of Columbia, United States",N/A,N/A,f,Trinidad,1,1,t,f,Trinidad,20002,38.90519,-76.98855,f,Townhouse,Private room,2,1,1,1,Real Bed,$73.00 ,,,,,1,$0.00 ,2,7,2,2,7,7,2,7,17 months ago,0,40,0,7/13/17,10/28/18,95,9,9,10,10,10,9,f,f,f,strict_14_with_grace_period,f,f,1,1.22
62119,Deep in the Woods in Adams Morgan,301975,11/27/10,"Washington D.C., District of Columbia, United States",within an hour,100%,t,,1,1,t,t,Kalorama,20009,38.92114,-77.0487,t,House,Private room,1,1,1,1,Real Bed,$63.00 ,$350.00 ,"$1,200.00 ",$0.00 ,$15.00 ,1,$10.00 ,3,70,3,3,70,70,3,70,5 weeks ago,329,266,19,12/8/10,1/18/20,97,10,10,10,10,10,10,f,f,f,moderate,f,f,2,2.35
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,11/27/10,"Washington D.C., District of Columbia, United States",within an hour,100%,t,,1,1,t,t,Kalorama,20009,38.92166,-77.04877,t,House,Private room,3,1,1,2,Real Bed,$90.00 ,$500.00 ,"$1,500.00 ",,$15.00 ,1,$10.00 ,3,100,3,3,100,100,3,100,7 months ago,261,101,2,8/31/12,7/29/19,97,10,9,10,10,10,10,f,f,f,moderate,f,f,2,1.1
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,12/10/10,"Washington, District of Columbia, United States",within an hour,94%,f,Bloomingdale,44,44,t,t,Bloomingdale,20001,38.9165,-77.01028,t,Apartment,Private room,1,1,1,1,Real Bed,$35.00 ,,,,$25.00 ,1,$0.00 ,28,730,28,28,730,730,28,730,4 months ago,220,6,1,3/26/17,1/5/20,97,9,9,10,10,10,9,f,f,f,strict_14_with_grace_period,f,f,25,0.17
67483,Charming B & B in Columbia Heights,332901,1/2/11,"Washington, District of Columbia, United States",within an hour,100%,t,Columbia Heights,1,1,t,t,Columbia Heights,20010,38.93375,-77.02924,t,Guest suite,Entire home/apt,3,1,1,1,Real Bed,$99.00 ,$709.00 ,"$2,109.00 ",$0.00 ,$50.00 ,2,$10.00 ,6,730,6,6,730,730,6,730,6 months ago,335,155,2,2/6/11,12/15/19,90,9,9,10,10,10,9,f,t,f,moderate,f,t,1,1.4
72454,Modern Charm,100727,3/29/10,"Washington, District of Columbia, United States",within an hour,100%,f,Petworth,2,2,t,t,Petworth,20011,38.94684,-77.02294,t,Townhouse,Entire home/apt,16,3.5,4,6,Real Bed,$221.00 ,,,$500.00 ,$155.00 ,6,$25.00 ,4,90,1,5,1125,1125,3.1,1125,5 days ago,313,161,31,3/3/11,3/4/20,87,9,9,9,9,9,9,f,f,f,moderate,t,t,3,1.46
78264,Room for 2 with private bathroom,420345,3/3/11,"Washington, District of Columbia, United States",N/A,N/A,f,Eckington,1,1,t,t,Eckington,20002,38.91573,-77.00721,t,House,Private room,4,1.5,1,1,Real Bed,$62.00 ,$420.00 ,"$1,250.00 ",$0.00 ,$30.00 ,2,$30.00 ,1,30,1,1,30,30,1,30,6 months ago,229,35,5,8/31/12,9/28/19,94,9,9,10,10,9,9,f,f,f,strict_14_with_grace_period,f,f,1,0.38
79866,"DC, Near Metro III",7086,1/26/09,"Washington D.C., District of Columbia, United States",within an hour,100%,t,Ivy City,5,5,t,t,Trinidad,20002,38.90476,-76.98492,t,House,Private room,1,,1,1,Real Bed,$99.00 ,$600.00 ,"$1,500.00 ",,,1,$0.00 ,2,730,2,2,730,730,2,730,3 weeks ago,0,10,0,4/5/11,8/27/16,98,9,10,10,9,8,9,f,f,f,flexible,f,f,3,0.09
79867,"DC, Near Metro II",7086,1/26/09,"Washington D.C., District of Columbia, United States",within an hour,100%,t,Ivy City,5,5,t,t,Trinidad,20002,38.90467,-76.98627,t,House,Private room,1,,1,1,Real Bed,$99.00 ,$600.00 ,"$1,500.00 ",,,1,$0.00 ,2,730,2,2,730,730,2,730,3 weeks ago,0,10,0,11/18/11,9/30/16,98,10,10,10,10,8,9,f,f,f,flexible,f,f,3,0.1
93551,Upscale Master Close to Everything,481929,4/3/11,"Washington D.C., District of Columbia, United States",within a few hours,100%,t,Shaw,4,4,t,f,Shaw,20001,38.91235,-77.01873,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$87.00 ,"$1,000.00 ","$2,494.00 ",$200.00 ,$50.00 ,1,$20.00 ,3,365,3,3,365,365,3,365,2 weeks ago,365,101,9,4/19/11,9/25/19,95,10,9,10,10,10,10,f,f,f,strict_14_with_grace_period,t,t,4,0.93
105273,New&Cozy1BR/Central/Great features,528963,4/23/11,"McLean, Virginia, United States",within a day,67%,f,Adams Morgan,2,2,t,t,Adams Morgan,20009,38.92105,-77.03772,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,,"$2,250.00 ",,$150.00 ,2,$20.00 ,180,365,180,180,365,365,180,365,14 months ago,365,8,0,10/1/12,7/25/13,100,10,10,9,9,10,9,f,f,f,strict_14_with_grace_period,f,f,1,0.09
107801,Heart of D.C. near Union Station!!,445901,3/16/11,"Washington D.C., District of Columbia, United States",N/A,N/A,f,Kingman Park,1,1,t,t,Kingman Park,20002,38.89768,-76.97113,t,House,Entire home/apt,8,1,2,5,Real Bed,$140.00 ,$830.00 ,"$2,850.00 ",$250.00 ,$75.00 ,4,$15.00 ,2,30,2,2,1125,1125,2,1125,5 months ago,0,13,0,10/19/14,8/9/17,94,10,10,10,10,8,9,f,t,f,moderate,f,f,1,0.2
116289,"Unique Takoma DC Townhouse, 3 min walk to Metro",587419,5/14/11,"Washington, District of Columbia, United States",within a few hours,100%,f,Takoma,1,1,t,f,Takoma,20012,38.97267,-77.01821,t,House,Entire home/apt,2,2.5,1,1,Real Bed,$118.00 ,$850.00 ,"$2,500.00 ",$150.00 ,$35.00 ,2,$30.00 ,7,80,7,7,80,80,7,80,3 months ago,108,3,1,6/13/11,7/1/19,93,10,9,10,10,9,9,f,f,f,strict_14_with_grace_period,f,f,1,0.03
116951,Upscale Private Close to Everything,481929,4/3/11,"Washington D.C., District of Columbia, United States",within a few hours,100%,t,Shaw,4,4,t,f,LeDroit Park,20001,38.91703,-77.01672,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$67.00 ,$640.00 ,"$1,799.00 ",$200.00 ,$50.00 ,1,$20.00 ,10,730,10,10,730,730,10,730,a week ago,365,150,27,6/10/11,11/6/19,95,10,9,10,10,10,10,f,f,f,moderate,t,t,4,1.4
124030,Modern Townhouse with Large Backyard!,614408,5/22/11,"Washington D.C., District of Columbia, United States",within a few hours,100%,f,Shaw,1,1,t,t,Shaw,20001,38.91409,-77.02484,t,Condominium,Entire home/apt,4,2,2,1,Real Bed,$150.00 ,$749.00 ,"$2,800.00 ",,$75.00 ,4,$25.00 ,2,30,2,2,30,30,2,30,3 months ago,0,7,1,7/16/14,4/8/19,100,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.1
145726,Luraloft / Entire Apt,705346,6/15/11,"Washington, District of Columbia, United States",within a day,83%,f,Petworth,1,1,t,t,Petworth,20011,38.94934,-77.02295,t,Guest suite,Entire home/apt,2,1,,1,Real Bed,$85.00 ,$505.00 ,"$1,550.00 ",$0.00 ,$45.00 ,2,$35.00 ,5,31,5,5,31,31,5,31,2 months ago,358,103,6,6/23/11,10/26/19,97,10,10,10,10,9,10,f,f,f,strict_14_with_grace_period,t,t,1,0.97
150109,Great apartment in perfect location,723470,6/20/11,"Washington, District of Columbia, United States",within a few hours,100%,f,U Street Corridor,1,1,t,t,Dupont Circle,20009,38.915,-77.03853,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,$990.00 ,"$2,500.00 ",$400.00 ,$75.00 ,2,$20.00 ,3,365,3,3,365,365,3,365,3 weeks ago,99,29,2,11/4/11,10/13/19,97,10,9,10,10,10,9,f,f,f,strict_14_with_grace_period,f,t,1,0.28
153545,Guest Room 3 miles to  White House,738459,6/24/11,"Washington D.C., District of Columbia, United States",within a few hours,100%,t,Crestwood,5,5,t,t,Crestwood,20011,38.94437,-77.04345,t,House,Private room,1,1,1,1,Real Bed,$49.00 ,,"$1,250.00 ",$0.00 ,$50.00 ,1,$25.00 ,30,10000,30,30,10000,10000,30,10000,3 months ago,308,35,0,9/15/11,12/20/16,93,9,9,10,10,9,9,f,f,f,strict_14_with_grace_period,f,f,5,0.34
155859,~Guest Room~Private Bath~Coffee~Metro~Parking~,745305,6/26/11,"Washington D.C., District of Columbia, United States",within a few hours,100%,f,Brightwood,1,1,t,t,Brightwood,20011,38.96648,-77.03228,t,House,Private room,1,1,1,1,Real Bed,$58.00 ,$400.00 ,,$0.00 ,$0.00 ,1,$10.00 ,3,14,3,3,1125,1125,3,1125,5 days ago,163,131,15,7/25/11,10/28/19,97,10,10,10,10,9,10,f,t,f,moderate,t,t,1,1.24
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,7/1/11,"Washington, District of Columbia, United States",a few days or more,0%,f,Dupont Circle,5,5,t,f,Dupont Circle,20009,38.91297,-77.0465,f,House,Private room,2,1,1,1,Real Bed,$309.00 ,,"$4,000.00 ",$500.00 ,$50.00 ,3,$0.00 ,30,1125,30,30,1125,1125,30,1125,8 months ago,365,2,0,1/23/12,5/20/15,100,9,9,10,9,9,9,f,f,f,strict_14_with_grace_period,f,f,4,0.02
160597,"Charming, great location, parking",49583,10/29/09,"Washington D.C., District of Columbia, United States",N/A,N/A,f,Palisades,2,2,t,t,Palisades,20016,38.9232,-77.10166,t,House,Private room,2,1,1,1,Real Bed,$80.00 ,$550.00 ,,$250.00 ,$50.00 ,1,$30.00 ,3,365,3,3,365,365,3,365,10 months ago,0,18,0,5/14/12,3/29/18,100,10,10,10,10,10,10,f,f,f,moderate,t,t,2,0.19
161913,X-tra large suite;3 min Wlk 2 Metro,767543,7/1/11,"Washington, District of Columbia, United States",a few days or more,0%,f,Dupont Circle,5,5,t,f,Dupont Circle,20009,38.91296,-77.04639,f,Townhouse,Private room,1,1,1,1,Real Bed,$99.00 ,,"$3,500.00 ",$500.00 ,$100.00 ,2,$25.00 ,30,1125,30,30,1125,1125,30,1125,8 months ago,0,10,6,3/22/18,7/12/19,92,9,10,9,10,8,8,f,f,f,flexible,f,f,4,0.41
174808,Historic American Four Square,835242,7/18/11,"Washington, District of Columbia, United States",within an hour,100%,t,Anacostia,3,3,t,f,Anacostia,20020,38.86427,-76.98934,t,House,Private room,2,1,1,1,Real Bed,$75.00 ,,,,,1,$10.00 ,2,1125,2,2,1125,1125,2,1125,6 weeks ago,179,38,10,4/11/16,11/24/19,98,10,10,10,10,9,10,f,f,f,flexible,f,f,3,0.79
