id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
13495619,Large Home Near Capitol NE DC,77377777,6/12/16,"Washington, District of Columbia, United States",N/A,N/A,f,Woodridge,1,1,t,t,Woodridge,20018,38.93289,-76.96784,t,House,Entire home/apt,12,3.5,3,5,Real Bed,$150.00 ,,,$300.00 ,$160.00 ,1,$0.00 ,2,7,2,2,7,7,2,7,34 months ago,0,3,0,6/22/16,6/11/17,100,10,10,10,10,10,10,f,f,f,flexible,f,f,1,0.07
13501642,"Swank, sunny, sustainable Logan Circle apt",2726546,6/24/12,"Washington, District of Columbia, United States",within a day,80%,t,Logan Circle,3,3,t,t,Logan Circle,20009,38.91179,-77.02956,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$121.00 ,,,$500.00 ,$50.00 ,1,$25.00 ,5,1125,5,10,1125,1125,6,1125,3 weeks ago,158,34,5,10/6/16,12/20/19,98,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,3,0.81
13504646,U Street 2 bedroom apt,73783638,5/24/16,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,f,Columbia Heights,20009,38.9227,-77.0286,t,Apartment,Entire home/apt,8,2,2,2,Real Bed,$850.00 ,,,$195.00 ,$100.00 ,4,$20.00 ,1,1125,1,1,1125,1125,1,1125,39 months ago,364,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13504747,Inauguration '17 Perfection - Modern Row House,46224624,10/10/15,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,f,Brentwood,,38.92173,-76.98705,f,House,Entire home/apt,10,2,3,3,Real Bed,"$1,638.00 ",,,,$75.00 ,1,$0.00 ,3,5,3,3,5,5,3,5,39 months ago,0,0,0,,,,,,,,,,f,f,f,moderate,f,f,1,
13511181,Beautiful 2 Bedroom Columbia Heights Apartment,19390681,8/3/14,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,Columbia Heights,20009,38.92793,-77.02909,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$250.00 ,,,$100.00 ,$80.00 ,4,$50.00 ,2,10,2,2,10,10,2,10,29 months ago,0,12,0,6/23/16,7/13/17,96,10,10,10,10,10,10,f,f,f,moderate,f,f,1,0.26
13513245,Relaxed Private Bedroom Near Conv. Center/U St.,77577518,6/13/16,"Washington, District of Columbia, United States",N/A,N/A,f,Shaw,1,1,t,t,Shaw,20001,38.90826,-77.02078,t,Apartment,Private room,2,1,1,1,Real Bed,$59.00 ,,,$300.00 ,$0.00 ,2,$15.00 ,1,1125,1,1,1125,1125,1,1125,24 months ago,0,6,0,7/4/16,10/16/17,100,10,10,10,10,10,10,f,f,f,moderate,f,f,1,0.13
13514004,1 BR in Spacious Dupont 3 BR Apartment,28654046,3/2/15,"Washington, District of Columbia, United States",N/A,N/A,f,Kalorama,1,1,t,f,Kalorama,20008,38.91011,-77.04993,t,Apartment,Private room,3,1,1,1,Real Bed,$110.00 ,,,$100.00 ,$25.00 ,1,$0.00 ,2,16,2,2,16,16,2,16,38 months ago,0,2,0,9/23/16,11/4/16,,,,,,,,f,t,f,flexible,f,f,1,0.05
13524358,Private top floor at 2067 Park Road,77706798,6/14/16,"Washington, District of Columbia, United States",N/A,N/A,t,Mount Pleasant,1,1,t,f,Mount Pleasant,20010,38.9342,-77.04456,t,Townhouse,Private room,2,1,1,1,Real Bed,$89.00 ,,,$499.00 ,$40.00 ,1,$15.00 ,1,30,1,1,30,30,1,30,2 months ago,0,46,18,6/23/16,10/29/19,97,10,10,10,10,10,9,f,f,f,strict_14_with_grace_period,f,f,1,1.01
13527196,"Stylish Renovated Flat, Central, Walk to DC Sights",6844452,6/10/13,"Washington, District of Columbia, United States",within a few hours,100%,f,Truxton Circle,1,1,t,t,Shaw,20001,38.91189,-77.01441,t,Townhouse,Entire home/apt,4,1,1,2,Real Bed,$179.00 ,,,$300.00 ,$75.00 ,2,$10.00 ,2,28,2,2,28,28,2,28,6 months ago,171,36,4,8/8/16,3/13/20,99,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.82
13528021,Master bedroom with private bathroom on U St,26166619,1/15/15,"Washington, District of Columbia, United States",N/A,N/A,f,U Street Corridor,2,2,t,t,U Street Corridor,20001,38.9185,-77.0278,t,Condominium,Private room,2,1,1,1,Real Bed,$90.00 ,,,,$15.00 ,2,$50.00 ,1,1125,1,1,1125,1125,1,1125,35 months ago,0,11,0,9/14/16,4/23/17,98,10,10,10,10,10,10,f,f,f,moderate,f,f,2,0.26
13529372,Welcome to your Capitol Hill Retreat!,59911534,2/22/16,"Washington, District of Columbia, United States",within an hour,100%,f,Near Northeast/H Street Corridor,1,1,t,f,Capitol Hill,20002,38.89846,-76.99324,t,Townhouse,Entire home/apt,6,2,3,3,Real Bed,$135.00 ,,,$100.00 ,$49.00 ,4,$20.00 ,3,90,3,3,90,90,3,90,today,58,59,0,1/9/17,12/14/18,97,10,10,10,10,10,10,f,t,f,flexible,f,f,1,1.52
13529874,Cozy Studio Suite in the Heart of Bloomingdale!,75720076,6/4/16,"Washington, District of Columbia, United States",within a day,80%,f,Bloomingdale,1,1,t,t,Bloomingdale,20001,38.91342,-77.01193,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$69.00 ,,,,$75.00 ,2,$50.00 ,1,31,1,1,31,31,1,31,7 weeks ago,271,156,48,6/22/16,2/28/20,93,10,9,10,9,10,10,f,f,f,strict_14_with_grace_period,f,f,1,3.43
13530889,DC's Urban Charm,63283669,3/16/16,"Washington, District of Columbia, United States",N/A,N/A,f,Truxton Circle,1,1,t,f,Shaw,20001,38.91081,-77.01115,t,House,Private room,2,1,1,1,Real Bed,$100.00 ,,,,$10.00 ,1,$30.00 ,1,1125,1,1,1125,1125,1,1125,44 months ago,0,7,0,6/23/16,8/24/16,100,10,10,10,10,10,10,f,t,f,flexible,f,f,1,0.15
13542720,Classic Capitol Hill row house,41766385,8/17/15,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,Capitol Hill,20003,38.88157,-76.98626,t,House,Entire home/apt,8,2.5,4,6,Real Bed,$200.00 ,,,$350.00 ,$125.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,28 months ago,0,5,0,7/19/17,8/5/17,100,10,10,10,10,10,10,f,f,f,flexible,f,f,1,0.15
13543016,Steps away from H Street and the rest of DC,77921071,6/15/16,"Washington, District of Columbia, United States",N/A,N/A,f,Carver Langston,1,1,t,t,Carver Langston,20002,38.90071,-76.97974,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,$87.00 ,,,,$38.00 ,2,$0.00 ,1,5,1,1,5,5,1,5,36 months ago,0,43,0,6/25/16,4/20/17,95,10,10,10,10,9,10,f,f,f,flexible,f,f,1,0.95
13548263,Spacious 1BD English Basement (Private Entrance),902380,8/1/11,"Washington, District of Columbia, United States",within an hour,100%,t,,1,1,t,t,Near Northeast/H Street Corridor,20002,38.90124,-76.99858,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,$99.00 ,,,$200.00 ,$60.00 ,2,$20.00 ,2,15,2,2,1125,1125,2,1125,4 days ago,77,169,39,6/23/16,11/20/19,98,10,10,10,10,10,10,f,f,f,moderate,f,f,1,3.71
13548585,Unbeatable Georgetown 3BR 3 BA DC Home GEM!,8008783,8/7/13,"Washington, District of Columbia, United States",within an hour,99%,f,Downtown/Penn Quarter,56,56,t,t,Georgetown,20007,38.91136,-77.06673,t,Townhouse,Entire home/apt,8,3,3,4,Real Bed,$550.00 ,,,,$200.00 ,1,$0.00 ,3,1125,2,3,1125,1125,3,1125,3 days ago,339,101,22,6/22/16,2/27/20,96,10,9,10,10,10,9,f,f,f,strict_14_with_grace_period,f,f,52,2.22
13556801,"Sun-drenched, loft-like 1-bedroom in Dupont area",33665123,5/18/15,"New York, New York, United States",N/A,N/A,f,U Street Corridor,1,1,t,t,U Street Corridor,20009,38.91643,-77.0405,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$109.00 ,,,$150.00 ,$39.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,39 months ago,0,15,0,7/5/16,2/1/17,97,10,10,10,10,10,10,f,f,f,moderate,f,f,1,0.33
13562243,"Capitol Hill, Parking PRIVATE backyard near METRO",5992301,4/18/13,"Washington, District of Columbia, United States",within an hour,100%,t,Near Northeast/H Street Corridor,2,2,t,t,Capitol Hill,20003,38.88494,-76.9858,t,Townhouse,Entire home/apt,6,1,2,2,Real Bed,$150.00 ,,,,$100.00 ,6,$100.00 ,2,1125,2,3,1125,1125,2.3,1125,6 weeks ago,134,220,66,8/10/16,3/15/20,95,10,9,10,10,10,9,f,t,f,strict_14_with_grace_period,f,f,2,5.01
13562498,One-bedroom suite in solar-powered Petworth home,18554302,7/21/14,"Washington, District of Columbia, United States",within a few hours,100%,t,Petworth,1,1,t,t,Petworth,20011,38.94369,-77.01723,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,,,$0.00 ,$30.00 ,2,$25.00 ,2,1125,2,2,1125,1125,2,1125,today,56,132,33,7/14/16,1/23/20,99,10,10,10,10,10,10,f,f,f,moderate,f,f,1,2.95
13564208,Large city studio in 100 year old house,37421636,7/3/15,"Washington, District of Columbia, United States",N/A,N/A,f,16th Street Heights,1,1,t,t,16th Street Heights,20011,38.95108,-77.03593,t,House,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,,,,$25.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,36 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13570789,The Loft,22653397,10/17/14,"Washington, District of Columbia, United States",within a day,100%,f,U Street Corridor,2,2,t,t,Shaw,20001,38.9142,-77.02531,t,House,Private room,2,1,1,1,Real Bed,$100.00 ,,,$500.00 ,$60.00 ,1,$60.00 ,2,1125,2,2,1125,1125,2,1125,5 months ago,89,19,2,10/9/16,10/5/19,100,10,10,10,10,10,10,f,f,f,flexible,f,f,3,0.45
13572919,Home in quiet tree lined street in Chevy Chase DC,42306621,8/23/15,"Washington, District of Columbia, United States",N/A,N/A,f,Chevy Chase,2,2,t,t,Chevy Chase,20015,38.96445,-77.06898,t,House,Entire home/apt,5,2,3,3,Real Bed,$150.00 ,,,$150.00 ,$90.00 ,1,$0.00 ,2,17,2,2,17,17,2,17,46 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13574987,DC Living - cozy and close to all!,17923213,7/10/14,"Washington, District of Columbia, United States",N/A,N/A,f,Park View,1,1,t,t,Park View,20001,38.92804,-77.02278,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$89.00 ,,,$99.00 ,$79.00 ,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,39 months ago,0,4,0,7/4/16,10/9/16,100,10,10,10,10,10,10,f,f,f,moderate,f,f,1,0.09
13577736,Unique DC Rowhome - One Block from H Street!,5657656,3/27/13,"Washington, District of Columbia, United States",N/A,N/A,f,Trinidad,2,2,t,t,Trinidad,20002,38.90266,-76.98752,t,House,Entire home/apt,8,2.5,3,3,Real Bed,$250.00 ,,,$100.00 ,$100.00 ,4,$50.00 ,2,1125,2,2,1125,1125,2,1125,8 months ago,0,16,2,7/19/16,6/16/19,99,10,10,10,10,9,10,f,f,f,strict_14_with_grace_period,f,f,2,0.36
13578244,"❤ Capitol, Union Station, Romantic, Walkable Apt ❤",2492536,5/29/12,"Washington, District of Columbia, United States",within an hour,100%,t,Near Northeast/H Street Corridor,2,2,t,t,Near Northeast/H Street Corridor,20002,38.90077,-77.00024,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,$125.00 ,$600.00 ,"$2,500.00 ",$200.00 ,$65.00 ,2,$10.00 ,1,45,1,3,45,45,1,45,today,49,298,99,7/3/16,3/18/20,99,10,10,10,10,10,10,f,f,f,moderate,t,t,3,6.59
13584472,Single Bedroom on Capitol Hill,56855481,1/31/16,US,within an hour,100%,f,Barney Circle,4,4,t,f,Barney Circle,20003,38.88264,-76.97948,f,House,Private room,2,1,1,1,Real Bed,$65.00 ,,,$0.00 ,$5.00 ,2,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 weeks ago,355,338,116,7/5/16,3/11/20,94,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,4,7.49
13587013,Private Room on Capitol Hill,56855481,1/31/16,US,within an hour,100%,f,Barney Circle,4,4,t,f,Barney Circle,20003,38.88453,-76.98048,f,House,Private room,2,1,1,1,Real Bed,$65.00 ,,,$0.00 ,$5.00 ,2,$0.00 ,1,7,1,1,7,7,1,7,7 months ago,330,353,114,7/15/16,3/14/20,95,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,4,7.88
13589984,"Charming, newly renovated 3-bedroom + parking pass",7991553,8/6/13,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,Capitol Hill,20002,38.89508,-76.9862,t,House,Entire home/apt,4,2.5,2,2,Real Bed,$150.00 ,,,,$40.00 ,1,$0.00 ,4,10,4,4,10,10,4,10,46 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13600887,Business in DC - Walk to Convention Center #1,78648049,6/19/16,"Washington, District of Columbia, United States",within a few hours,60%,t,Shaw,2,2,t,t,Shaw,20001,38.90837,-77.01939,t,House,Private room,1,1,1,1,Real Bed,$70.00 ,,,$250.00 ,$65.00 ,1,$0.00 ,4,21,4,4,21,21,4,21,4 months ago,176,39,10,3/13/17,1/16/20,99,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,2,1.06
13601344,"Small private room, private bath with jacuzzi tub",17416270,6/29/14,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,Columbia Heights,20010,38.92889,-77.02841,t,Townhouse,Private room,2,1,1,2,Real Bed,$50.00 ,,,,$20.00 ,1,$0.00 ,1,6,1,1,6,6,1,6,32 months ago,0,3,0,7/30/17,8/12/17,100,9,9,10,10,10,10,f,t,f,moderate,f,f,1,0.09
13603881,Charming Capitol Hill Row House,76363662,6/7/16,"Washington, District of Columbia, United States",a few days or more,15%,f,,1,1,t,f,Capitol Hill,20002,38.89407,-76.98667,f,House,Entire home/apt,4,1,1,1,Real Bed,$125.00 ,,,$0.00 ,$0.00 ,1,$50.00 ,1,1125,1,1,1125,1125,1,1125,3 weeks ago,365,1,0,7/7/16,7/7/16,100,10,10,10,10,10,10,f,f,f,flexible,f,f,1,0.02
13606424,Luxury Condo Steps from Convention Center w/ Patio,25438847,12/31/14,"Washington, District of Columbia, United States",within a day,60%,f,,1,1,t,t,Shaw,20001,38.90701,-77.02521,f,Condominium,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,,,$100.00 ,$40.00 ,2,$0.00 ,2,45,2,2,45,45,2,45,3 weeks ago,269,13,12,11/5/17,2/26/20,100,10,10,10,9,10,10,f,f,f,moderate,f,f,1,0.45
13615838,Dupont Adams Morgan Hideaway,40629622,8/5/15,US,within a day,100%,f,Adams Morgan,5,5,t,f,Adams Morgan,20009,38.91658,-77.04301,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,$149.00 ,,,$250.00 ,$110.00 ,4,$35.00 ,2,1125,2,2,1125,1125,2,1125,2 months ago,42,56,11,7/16/16,2/10/20,96,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,5,1.25
13616522,District RowHouse in Vibrant Shaw—4BR/3BA,15726903,5/19/14,"Washington, District of Columbia, United States",within an hour,100%,t,Pleasant Plains,2,2,t,t,Pleasant Plains,20001,38.92615,-77.0263,t,Townhouse,Entire home/apt,8,2.5,4,4,Real Bed,$249.00 ,,,$0.00 ,$0.00 ,5,$25.00 ,2,365,2,2,365,365,2,365,5 days ago,119,129,55,8/4/16,3/6/20,98,10,10,10,10,10,10,f,f,f,moderate,f,f,2,2.93
13622959,Cozy Capitol Hill 1 BR English Basement,59387158,2/18/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,1,1,t,f,Capitol Hill,20003,38.88046,-76.98661,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$105.00 ,,,$0.00 ,$40.00 ,2,$30.00 ,2,28,1,2,1125,1125,2,1125,today,45,143,70,7/4/16,3/12/20,97,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,1,3.17
13623770,"Cozy, Sunny Room in Vibrant H street Neighborhood",78930908,6/20/16,"Washington, District of Columbia, United States",N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,f,Near Northeast/H Street Corridor,20002,38.90108,-76.98897,t,Loft,Private room,2,2,0,1,Real Bed,$54.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,5,1125,5,5,1125,1125,5,1125,8 months ago,0,9,0,7/16/16,2/23/19,88,9,9,9,10,10,9,f,f,f,flexible,f,f,1,0.2
13624011,Beautiful home minutes from downtown DC,18169234,7/15/14,"Washington, District of Columbia, United States",N/A,N/A,f,Petworth,1,1,t,f,Petworth,20011,38.95273,-77.02267,t,House,Private room,2,1,1,1,Real Bed,$70.00 ,,,$95.00 ,$35.00 ,1,$0.00 ,1,4,1,1,4,4,1,4,46 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13624030,Rm 2 (Website hidden by Airbnb) Room in our B&B,9794313,11/3/13,"Washington, District of Columbia, United States",within an hour,95%,f,Truxton Circle,8,8,t,t,LeDroit Park,20001,38.91521,-77.01624,f,Bed and breakfast,Private room,3,1,1,2,Real Bed,$70.00 ,,,,$10.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 months ago,0,79,1,6/23/16,1/3/20,98,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,8,1.74
13624184,Beautiful & Historic U Street Area Townhouse,60104245,2/23/16,"Washington, District of Columbia, United States",N/A,N/A,f,U Street Corridor,1,1,t,t,U Street Corridor,20009,38.91931,-77.02833,t,Townhouse,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,,$350.00 ,$40.00 ,2,$25.00 ,2,1125,2,2,1125,1125,2,1125,14 months ago,0,44,0,10/5/16,11/25/17,97,10,10,10,10,10,9,f,f,f,moderate,f,f,1,1.05
13631473,Spacious Studio Apt in central & trendy location,71397145,5/10/16,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,Adams Morgan,20009,38.9258,-77.03849,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,$129.00 ,,,,,2,$0.00 ,2,4,2,2,4,4,2,4,36 months ago,0,10,0,7/2/16,8/9/16,96,10,10,10,10,10,10,f,f,f,flexible,f,f,1,0.22
13635817,Serene Apartment in a D.C. Rowhouse,4343477,12/6/12,"Washington, District of Columbia, United States",within an hour,100%,t,Bloomingdale,1,1,t,t,Bloomingdale,20001,38.91398,-77.01067,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,,$45.00 ,3,$10.00 ,1,1125,1,2,1125,1125,1.3,1125,3 months ago,160,143,52,7/15/16,3/13/20,98,10,10,10,10,10,9,f,f,f,moderate,f,f,1,3.19
13636041,One Bedroom Five Mins from Capitol!,6410300,5/15/13,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,Capitol Hill,20003,38.88284,-77.00291,t,Apartment,Entire home/apt,4,1,2,1,Real Bed,$379.00 ,,,$500.00 ,$20.00 ,1,$0.00 ,2,11,2,2,11,11,2,11,39 months ago,0,1,0,1/22/17,1/22/17,100,10,10,10,10,10,8,f,f,f,moderate,f,f,1,0.03
13637287,"Private, Cool & Sunny Room w/ Gym & Metro Access!",28358996,2/25/15,"Davis, California, United States",N/A,N/A,f,Forest Hills,1,1,t,f,Forest Hills,20008,38.94878,-77.06477,t,Apartment,Private room,2,1,1,1,Real Bed,$60.00 ,,,$100.00 ,$10.00 ,1,$10.00 ,1,21,1,1,21,21,1,21,45 months ago,0,1,0,7/2/16,7/2/16,,,,,,,,f,f,f,flexible,f,f,1,0.02
13641373,BIG FRIENDLY STUDIO ON CAPITOL HILL >,39556632,7/25/15,"Washington, District of Columbia, United States",within a few hours,100%,t,Capitol Hill,0,0,t,f,Capitol Hill,20002,38.89385,-76.99204,t,Apartment,Entire home/apt,3,1.5,0,1,Real Bed,$88.00 ,,,$500.00 ,$60.00 ,2,$50.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,1,29,15,5/28/17,12/30/19,100,10,10,10,10,10,10,f,t,f,moderate,f,f,1,0.85
13649140,Chill Peaceful Room in the Heart of DC,6488932,5/20/13,"Washington, District of Columbia, United States",within an hour,100%,t,Adams Morgan,4,4,t,f,Adams Morgan,20009,38.9195,-77.04385,t,House,Private room,1,1.5,1,1,Real Bed,$73.00 ,,,"$1,500.00 ",$70.00 ,1,$0.00 ,30,1124,5,30,1124,1124,28.5,1124,4 weeks ago,125,3,1,8/10/18,9/1/19,93,10,9,10,10,10,9,f,f,f,strict_14_with_grace_period,f,f,4,0.15
13650050,Fairly spacious and confortable studio.,2088244,4/7/12,"Washington, District of Columbia, United States",N/A,N/A,f,Fort Totten,1,1,t,t,Fort Totten,20011,38.95481,-77.00815,t,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,$50.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,2,32,2,2,32,32,2,32,45 months ago,0,0,0,,,,,,,,,,f,t,f,flexible,f,f,1,
13657698,Comfy Futon in Great Northwest DC location,66801226,4/11/16,"Washington, District of Columbia, United States",N/A,N/A,f,Mount Pleasant,1,1,t,t,Mount Pleasant,20010,38.93319,-77.03793,t,Apartment,Shared room,2,1,1,1,Futon,$25.00 ,,,,,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,45 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13659386,Huge Modern Two Bedroom in Navy Yard,79380122,6/22/16,"Washington, District of Columbia, United States",N/A,N/A,f,Navy Yard,1,1,t,t,Navy Yard,20003,38.87921,-77.00735,t,Apartment,Entire home/apt,6,2,2,2,Real Bed,$150.00 ,,,$100.00 ,$50.00 ,1,$0.00 ,3,7,3,3,7,7,3,7,45 months ago,0,1,0,7/14/16,7/14/16,80,8,4,8,8,8,10,f,t,f,flexible,f,f,1,0.02
13660126,"LUX Apt , West End , Georgetown DC",79389570,6/22/16,"Washington, District of Columbia, United States",N/A,N/A,f,West End,1,1,t,f,Foggy Bottom,20037,38.90593,-77.0527,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$155.00 ,,,$500.00 ,$100.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,45 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13671834,BR in DC Neighborhood w/ Metro and Free Parking,13060255,3/12/14,"Washington, District of Columbia, United States",N/A,N/A,f,Kingman Park,1,1,t,t,Marshall Heights,20019,38.88812,-76.92869,t,House,Private room,4,1.5,1,2,Real Bed,$100.00 ,,,$300.00 ,$150.00 ,4,$25.00 ,2,14,2,2,14,14,2,14,21 months ago,0,0,0,,,,,,,,,,f,f,f,moderate,f,f,1,
13674854,"Spacious, 2nd Floor, 1bd/1ba in Columbia Heights",45548078,10/1/15,"Richmond, Virginia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,Columbia Heights,20010,38.92917,-77.03063,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$95.00 ,,,,,1,$0.00 ,3,8,3,3,8,8,3,8,45 months ago,0,0,0,,,,,,,,,,f,f,f,flexible,f,f,1,
13683939,Chez Sunshine 3BR Urban Oasis - H St/Capitol Hill,75442711,6/2/16,"Washington, District of Columbia, United States",N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,t,Capitol Hill,20002,38.89973,-76.98863,t,Townhouse,Entire home/apt,8,2,3,3,Real Bed,$220.00 ,,,,$90.00 ,1,$0.00 ,4,1125,4,4,1125,1125,4,1125,9 months ago,0,33,6,7/4/16,8/7/19,99,10,9,10,10,10,10,f,t,f,moderate,f,f,1,0.73
13685445,Modern flat in the heart of Adams Morgan,1346845,10/28/11,"Washington, District of Columbia, United States",within an hour,100%,t,,1,1,t,t,Adams Morgan,20009,38.92555,-77.04019,f,Condominium,Entire home/apt,2,1,0,1,Real Bed,$90.00 ,,"$2,500.00 ",$200.00 ,$80.00 ,1,$0.00 ,90,1125,90,90,1125,1125,90,1125,5 months ago,99,104,2,7/5/16,12/14/19,98,10,10,10,10,10,9,f,f,f,flexible,f,f,1,2.31
13685997,"Lovely Spacious Home, Sleeps 9, Close to Metro",79711675,6/24/16,"Washington, District of Columbia, United States",N/A,N/A,f,Petworth,1,1,t,t,Petworth,20011,38.94374,-77.01576,t,Townhouse,Entire home/apt,9,1,3,5,Real Bed,$193.00 ,,,$150.00 ,$75.00 ,6,$10.00 ,2,1125,2,2,1125,1125,2,1125,43 months ago,0,13,0,7/3/16,9/12/16,100,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.29
13697131,Renovated Home Close to Capitol Hill,79862338,6/25/16,"Washington, District of Columbia, United States",N/A,N/A,f,Trinidad,2,2,t,t,Trinidad,20002,38.90621,-76.99023,t,House,Entire home/apt,7,2.5,3,3,Real Bed,$121.00 ,,,$150.00 ,$120.00 ,5,$10.00 ,2,7,2,2,7,7,2,7,34 months ago,0,3,0,7/5/16,7/9/16,100,10,10,10,10,9,10,f,f,f,strict_14_with_grace_period,f,f,2,0.07
13697918,Modern 2 bedroom apartment in a great location!,16644446,6/11/14,United States,within an hour,100%,f,Hollywood,72,72,t,t,Logan Circle,20005,38.90673,-77.02964,f,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,$249.00 ,,,$0.00 ,$115.00 ,6,$0.00 ,3,1125,3,3,1125,1125,3,1125,today,157,4,1,8/29/18,4/13/19,85,8,8,10,10,10,8,f,f,f,strict_14_with_grace_period,f,f,24,0.21
13698020,Capitol Hill room for rent,33214976,5/12/15,"Bethesda, Maryland, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,Capitol Hill,20003,38.87799,-76.99014,t,House,Private room,2,1.5,1,1,Real Bed,$90.00 ,,,$200.00 ,$20.00 ,1,$0.00 ,1,20,1,1,20,20,1,20,38 months ago,0,20,0,7/3/16,1/23/17,92,10,9,9,10,9,9,f,f,f,flexible,f,f,1,0.44
13698365,Washington Fully Furnished 2 bedroom apartment,16644446,6/11/14,United States,within an hour,100%,f,Hollywood,72,72,t,t,Logan Circle,20005,38.90634,-77.0308,f,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,$299.00 ,,,$500.00 ,$115.00 ,6,$0.00 ,3,1125,3,3,1125,1125,3,1125,today,175,3,2,10/9/16,1/3/20,87,9,9,9,10,9,9,f,f,f,strict_14_with_grace_period,f,f,24,0.07
