id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
11284214,Artful Dupont Dwelling w/ Metro Access & WholeFood,21493494,9/18/14,"Washington, District of Columbia, United States",within a day,93%,t,Georgetown,14,14,t,t,"Washington, District of Columbia, United States",38.90781,-77.03966,Entire apartment,Entire home/apt,4,,1 bath,1,2,$139.00 ,2,90,2,2,90,90,2,90,,0,110,15,1,3/8/16,9/6/20,95,10,9,10,10,10,9,f,13,1.99
11296745,Nice room right next to the petworth metro,315148,12/10/10,"Washington, District of Columbia, United States",within an hour,81%,f,Bloomingdale,51,51,t,f,"Washington, District of Columbia, United States",38.93654,-77.02322,Private room in apartment,Private room,1,,2 shared baths,1,1,$35.00 ,28,300,28,28,300,300,28,300,,365,10,5,0,10/8/18,4/12/20,92,9,8,9,9,9,9,f,28,0.42
11299890,Upscale Woodley Park 3 Floor Home!,3448315,9/2/12,"Washington, District of Columbia, United States",within an hour,100%,t,Kalorama,10,10,t,f,"Washington, District of Columbia, United States",38.92576,-77.05214,Entire house,Entire home/apt,12,,4.5 baths,6,7,$764.00 ,4,1125,4,4,1125,1125,4,1125,,350,34,2,0,5/18/16,2/6/20,96,10,10,10,10,10,9,f,10,0.64
11317188,Pennsylvania Avenue Beauty,1864688,3/5/12,"Washington, District of Columbia, United States",within an hour,98%,t,West End,15,15,t,t,,38.90197,-77.05163,Entire apartment,Entire home/apt,4,,1 bath,,2,$87.00 ,1,1125,1,1,1125,1125,1,1125,,87,234,34,0,3/31/16,8/19/20,97,10,10,10,10,10,9,t,14,4.29
11357292,Privet 1br BSMT Apt with Free Parking-NW DC,50071999,11/28/15,"Washington, District of Columbia, United States",within an hour,100%,f,Manor Park,1,1,t,t,"Washington, District of Columbia, United States",38.96634,-77.02502,Entire house,Entire home/apt,4,,1 bath,1,1,$85.00 ,1,1125,1,1,1125,1125,1,1125,,338,38,1,0,10/23/16,10/21/19,93,10,10,10,10,10,9,t,1,0.8
11371592,Stunning Supreme Court and Library of Congress Views - Closest Residential Building to US Capitol - Gorgeous Kitchen and Bath - COVID Safety Protocol in Place,10292686,11/27/13,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,30,30,t,t,"Washington, District of Columbia, United States",38.89033,-77.00325,Entire apartment,Entire home/apt,4,,1 bath,1,2,$175.00 ,30,500,5,30,500,500,28.4,500,,276,29,2,1,3/16/16,9/4/20,98,10,10,10,10,10,10,f,23,0.53
11376382,Garden Apt in Heart of Capitol Hill,59638327,2/20/16,"Washington, District of Columbia, United States",within a day,100%,t,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.8822,-77.00735,Entire apartment,Entire home/apt,6,,1 bath,2,3,$177.00 ,2,1125,2,2,1125,1125,2,1125,,345,203,16,0,5/11/16,2/27/20,100,10,10,10,10,10,10,f,1,3.82
11408835,Atlas District Hideaway,11657856,1/26/14,"Washington, District of Columbia, United States",within a few hours,100%,f,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.90031,-77.00065,Private room in house,Private room,2,,2.5 baths,1,2,$507.00 ,1,1125,1,1,1125,1125,1,1125,,365,0,0,0,,,,,,,,,,f,1,
11413391,Capitol Hill Studio 2 min H St 5 min to US Capitol,17051760,6/20/14,"Washington, District of Columbia, United States",within an hour,100%,f,Near Northeast/H Street Corridor,1,1,t,f,"Washington, District of Columbia, United States",38.89837,-76.9958,Entire apartment,Entire home/apt,2,,1 bath,,1,$89.00 ,7,28,7,7,28,28,7,28,,39,95,3,1,9/18/16,8/30/20,91,10,10,10,10,10,9,f,1,1.95
11435331,Summer Housing for Interns and Students,56885621,1/31/16,"Washington, District of Columbia, United States",within a day,100%,t,Adams Morgan,7,7,t,f,"Washington, District of Columbia, United States",38.92126,-77.0417,Shared room in hostel,Shared room,1,,8 shared baths,1,8,$49.00 ,1,14,1,1,14,91,1,90.6,,2,147,0,0,3/5/16,3/10/19,97,10,10,10,10,10,10,t,4,2.65
11436980,Multicultural Studio,44203219,9/14/15,"Washington, District of Columbia, United States",within an hour,99%,t,West End,7,7,t,t,"Washington, District of Columbia, United States",38.90443,-77.05191,Entire apartment,Entire home/apt,3,,1 bath,,1,$65.00 ,1,1125,1,2,1125,1125,1,1125,,171,336,65,7,3/5/16,9/7/20,96,10,10,10,10,10,10,f,8,6.06
11513505,"Hip Luxury Apt, Close to it all!",29827252,3/22/15,"Washington, District of Columbia, United States",N/A,N/A,t,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.9003,-76.98933,Entire apartment,Entire home/apt,4,,1 bath,1,2,$165.00 ,2,1124,2,2,1125,1125,2,1125,,282,256,36,0,3/23/16,3/13/20,99,10,10,10,10,10,10,f,1,4.67
11513680,Capitol Hill Rowhouse,2245877,4/28/12,"Washington, District of Columbia, United States",within an hour,100%,t,,2,2,t,t,"Washington, District of Columbia, United States",38.89533,-76.99899,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,$68.00 ,1,6,1,1,1125,1125,1,1125,,66,86,52,5,1/21/17,9/17/20,99,10,10,10,10,10,10,t,1,1.93
11514239,Gorgeous Spacious Washington Circle,1864688,3/5/12,"Washington, District of Columbia, United States",within an hour,98%,t,West End,15,15,t,t,,38.90406,-77.05165,Entire apartment,Entire home/apt,6,,1 bath,1,2,$97.00 ,1,1450,1,1,1450,1450,1,1450,,88,192,30,2,5/22/16,9/6/20,96,10,9,10,10,10,10,t,14,3.64
11520561,Capitol Hill Federal on Artsy H St,5992301,4/18/13,"Washington, District of Columbia, United States",within an hour,100%,t,Near Northeast/H Street Corridor,2,2,t,t,"Washington, District of Columbia, United States",38.89871,-76.99186,Entire apartment,Entire home/apt,4,,1 bath,1,2,$71.00 ,2,1125,2,3,1125,1125,2.3,1125,,237,260,53,5,4/4/16,9/12/20,95,9,9,9,9,9,9,t,1,4.78
11528631,Private Basement in H St/Free Parking,20527599,8/25/14,"Washington, District of Columbia, United States",within an hour,100%,t,Trinidad,3,3,t,t,"Washington, District of Columbia, United States",38.9038,-76.98106,Entire apartment,Entire home/apt,5,,1 bath,2,3,$67.00 ,1,1125,1,1,1125,1125,1,1125,,173,324,61,4,3/6/16,9/7/20,93,10,10,10,10,9,9,f,3,5.85
11529762,Comfy Room in H St/Easy to Downtown/Free parking,20527599,8/25/14,"Washington, District of Columbia, United States",within an hour,100%,t,Trinidad,3,3,t,t,"Washington, District of Columbia, United States",38.90304,-76.98376,Private room in townhouse,Private room,3,,1.5 shared baths,1,2,$61.00 ,1,1125,1,1,1125,1125,1,1125,,174,387,63,0,3/10/16,8/20/20,96,10,10,10,10,9,9,f,3,7.01
11530845,Cozy Room in H St/ Easy to Downtown/Free Parking,20527599,8/25/14,"Washington, District of Columbia, United States",within an hour,100%,t,Trinidad,3,3,t,t,"Washington, District of Columbia, United States",38.9022,-76.98387,Private room in townhouse,Private room,2,,1.5 shared baths,1,1,$56.00 ,1,1125,1,1,1125,1125,1,1125,,174,401,62,0,3/9/16,3/13/20,95,10,10,10,10,10,10,f,3,7.26
11543343,"Charming, Walkable Private Capitol Hill Apt",60902756,2/29/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.8834,-77.00108,Entire townhouse,Entire home/apt,4,,1 bath,1,1,$152.86 ,2,45,2,2,45,45,2,45,,49,163,26,1,3/20/16,9/8/20,99,10,10,10,10,10,10,t,1,2.97
11544564,Charming Victorian/Columbia Heights,32927652,5/8/15,"Washington, District of Columbia, United States",within a few hours,100%,t,Columbia Heights,4,4,t,t,"Washington, District of Columbia, United States",38.92247,-77.0282,Private room in house,Private room,1,,1.5 shared baths,1,0,$45.00 ,7,365,7,7,365,365,7,365,,364,8,0,0,8/22/16,8/17/19,91,9,9,10,10,10,9,f,4,0.16
11553508,Stunning new 1BR in Capitol Hill,53580080,1/6/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,6,6,t,t,"Washington, District of Columbia, United States",38.88759,-76.99931,Entire apartment,Entire home/apt,4,,1 bath,1,1,$300.00 ,2,1125,2,2,1125,1125,2,1125,,0,22,5,0,5/13/16,1/5/20,96,10,10,10,10,10,9,f,6,0.41
11553692,Modern one bedroom apartment,30602831,4/4/15,"Washington, District of Columbia, United States",within an hour,100%,t,Bloomingdale,1,1,t,t,"Washington, District of Columbia, United States",38.91927,-77.01128,Entire apartment,Entire home/apt,2,,1 bath,1,1,$90.00 ,3,90,3,3,90,90,3,90,,139,83,10,0,4/12/16,8/11/20,99,10,10,10,10,10,10,f,1,1.53
11555687,Beautiful Apt in NW D.C. Near 2 Metro's,60195881,2/24/16,"Washington, District of Columbia, United States",within an hour,100%,t,North Cleveland Park,1,1,t,t,"Washington, District of Columbia, United States",38.95166,-77.07105,Entire apartment,Entire home/apt,4,,1 bath,1,1,$95.00 ,2,57,2,2,1125,1125,2,1125,,334,79,14,1,7/14/17,8/30/20,96,10,10,10,10,10,10,t,1,2.03
11566779,Charming Studio in Foggy Bottom,1864688,3/5/12,"Washington, District of Columbia, United States",within an hour,98%,t,West End,15,15,t,t,,38.90338,-77.05187,Entire apartment,Entire home/apt,4,,1 bath,,2,$86.00 ,1,355,1,1,355,355,1,355,,90,224,32,0,3/23/16,8/17/20,96,10,10,10,10,10,10,t,14,4.09
11599968,Gorgeous Apartment with Parking near the 9:30 Club,34195632,5/25/15,"Reston, Virginia, United States",within an hour,100%,t,,1,1,t,t,"Washington, District of Columbia, United States",38.92506,-77.02521,Entire townhouse,Entire home/apt,2,,1 bath,1,1,$105.00 ,2,120,2,2,1125,1125,2,1125,,7,283,20,0,11/13/16,8/20/20,96,10,9,10,10,10,10,t,1,6.03
11603441,Cozy Basement Apt w/ Private Entry,61401979,3/3/16,"Washington, District of Columbia, United States",within a day,100%,t,Petworth,1,1,t,f,"Washington, District of Columbia, United States",38.94141,-77.01802,Entire guest suite,Entire home/apt,4,,1 bath,1,2,$96.00 ,3,60,2,3,1125,1125,2.7,1125,,170,59,4,0,3/19/16,2/17/20,98,10,10,10,10,10,10,f,1,1.07
11604073,Private Luxury Apt in Capitol Hill,53580080,1/6/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,6,6,t,t,"Washington, District of Columbia, United States",38.88759,-76.99931,Room in serviced apartment,Hotel room,4,,1 bath,1,1,$345.00 ,2,1125,2,2,1125,1125,2,1125,,165,27,3,0,5/20/16,8/14/20,96,10,10,10,10,10,10,f,6,0.51
11637325,Classic Colonial 3BR Home in the Heart of Petworth,61680461,3/5/16,"Washington, District of Columbia, United States",within an hour,100%,t,,1,1,t,f,,38.94327,-77.02516,Entire house,Entire home/apt,6,,2.5 baths,3,3,$175.00 ,3,30,3,3,1125,1125,3,1125,,332,100,12,1,12/31/16,8/31/20,97,10,10,10,10,10,9,t,1,2.2
11639515,"Garden Underground w/private parking, patio & yard",1998736,3/24/12,"Washington, District of Columbia, United States",within an hour,100%,f,Benning Ridge,4,4,t,t,"Washington, District of Columbia, United States",38.88237,-76.94299,Entire apartment,Entire home/apt,2,,1 bath,1,1,$56.00 ,30,1125,30,30,1125,1125,30,1125,,174,347,71,0,5/1/16,5/12/20,95,10,10,10,10,9,10,t,4,6.48
11640393,Brand new english basement in D.C.,61708172,3/5/16,"Washington, District of Columbia, United States",within an hour,93%,t,Bloomingdale,2,2,t,t,"Washington, District of Columbia, United States",38.91936,-77.01048,Entire townhouse,Entire home/apt,3,,1 bath,1,1,$95.00 ,1,1125,1,1,1125,1125,1,1125,,23,519,73,10,4/17/16,9/9/20,99,10,10,10,10,10,10,t,2,9.62
11672444,NEW 2bd 2bth w/ PARKING near METRO,18900641,7/26/14,"Washington, District of Columbia, United States",within a day,100%,t,,1,1,t,t,"Washington, District of Columbia, United States",38.93716,-76.99445,Entire apartment,Entire home/apt,4,,2 baths,2,2,$175.00 ,5,1125,5,5,1125,1125,5,1125,,363,28,0,0,4/5/16,5/19/19,98,10,10,10,10,9,10,f,1,0.51
11692311,Centrally located\comfy\cozy\private\convenient,60639375,2/27/16,,N/A,N/A,f,Eckington,1,1,t,f,"Washington, District of Columbia, United States",38.91565,-77.00917,Entire apartment,Entire home/apt,5,,1 bath,2,5,$166.00 ,3,1125,3,3,1125,1125,3,1125,,362,19,1,0,5/19/16,10/13/19,96,10,10,10,10,9,10,t,1,0.36
11714338,Prime Loc. Quiet 1 bdrm ensuite.,5356790,3/7/13,"Washington, District of Columbia, United States",within a few hours,100%,t,Capitol Hill,4,4,t,t,"Washington, District of Columbia, United States",38.88981,-76.99918,Private room in house,Private room,1,,1 bath,1,1,$95.00 ,2,1125,2,2,1125,1125,2,1125,,365,37,7,1,5/25/16,8/31/20,99,10,9,10,10,10,10,f,2,0.7
11715358,Cap Hill/H st house perfect for your DC visit.,62286573,3/9/16,"Washington, District of Columbia, United States",N/A,N/A,f,Kingman Park,1,1,t,t,"Washington, District of Columbia, United States",38.89717,-76.98144,Private room in apartment,Private room,2,,1.5 shared baths,1,1,$60.00 ,1,1125,1,1,1125,1125,1,1125,,365,23,3,0,5/22/16,10/27/19,92,9,9,10,10,9,9,f,1,0.44
11720627,Charming  Single Family House,61861443,3/6/16,"Washington, District of Columbia, United States",within an hour,100%,f,,1,1,t,f,,38.87051,-76.97517,Entire house,Entire home/apt,5,,1.5 baths,2,3,$130.00 ,14,180,14,14,180,180,14,180,,347,317,32,0,3/24/16,8/15/20,96,10,10,10,10,9,10,f,1,5.79
11721962,Two Story Carriage House & balcony!,15365907,5/11/14,"Washington, District of Columbia, United States",within a few hours,100%,t,Shaw,4,4,t,t,"Washington, District of Columbia, United States",38.91142,-77.01985,Entire townhouse,Entire home/apt,4,,1 bath,1,2,$125.00 ,3,30,3,3,1125,1125,3,1125,,19,218,22,0,3/14/16,7/19/20,99,10,10,10,10,10,10,f,4,3.96
11767916,Cosy Georgetown rowhouse w/ parking,62638082,3/12/16,"Washington, District of Columbia, United States",within an hour,100%,t,Georgetown,1,1,t,f,"Washington, District of Columbia, United States",38.90355,-77.06336,Entire townhouse,Entire home/apt,3,,1 bath,1,1,$200.00 ,2,1125,2,2,1125,1125,2,1125,,88,75,24,5,4/1/16,9/13/20,97,10,9,10,10,10,10,f,1,1.38
11773900,Private City Home on Beautiful Park,23122886,10/29/14,"Washington, District of Columbia, United States",within a day,100%,t,Bloomingdale,1,1,t,t,"Washington, District of Columbia, United States",38.91745,-77.01195,Entire apartment,Entire home/apt,4,,1 bath,1,1,$100.00 ,3,1125,3,3,1125,1125,3,1125,,50,96,6,0,3/25/16,2/29/20,93,10,9,10,10,10,9,f,1,1.75
11792950,Clean. Comfortable. Quiet. Colorful,16831081,6/15/14,"Washington, District of Columbia, United States",within a day,100%,t,,2,2,t,t,"Washington, District of Columbia, United States",38.9168,-77.00783,Private room in house,Private room,2,,1 bath,1,1,$52.00 ,2,1125,2,2,1125,1125,2,1125,,49,57,8,0,8/16/16,3/5/20,99,10,10,10,10,9,10,f,2,1.14
11837542,Mod Home-Walk to Convention Center & Restaurants!,26560516,1/22/15,"Washington, District of Columbia, United States",within an hour,100%,t,Shaw,1,1,t,f,"Washington, District of Columbia, United States",38.90921,-77.02183,Entire apartment,Entire home/apt,3,,1 bath,1,2,$149.00 ,2,1125,2,2,1125,1125,2,1125,,332,225,32,2,4/10/16,9/6/20,97,10,10,10,10,10,10,t,1,4.15
11838693,Lovely private apt. in quiet neighborhood,63078920,3/15/16,"Washington, District of Columbia, United States",within an hour,100%,t,Brightwood,3,3,t,t,"Washington, District of Columbia, United States",38.96748,-77.03124,Entire apartment,Entire home/apt,4,,1 bath,1,1,$62.00 ,1,1125,1,2,1125,1125,1.3,1125,,10,305,57,3,5/4/16,8/29/20,98,10,10,10,10,10,10,t,3,5.71
11848786,"U Street Dupont, Adams Morgan 3",9369966,10/11/13,"Bethesda, Maryland, United States",N/A,N/A,f,,4,4,t,t,"Washington, District of Columbia, United States",38.91722,-77.04001,Private room in townhouse,Private room,2,,1.5 shared baths,1,0,$83.00 ,3,700,3,3,700,700,3,700,,313,12,1,0,4/14/16,11/3/19,93,10,9,10,10,10,9,f,2,0.22
11848929,Heart of Dupont: Huge + Convenient,5212616,2/24/13,"Washington, District of Columbia, United States",within an hour,100%,t,Dupont Circle,1,1,t,t,"Washington, District of Columbia, United States",38.91261,-77.03909,Entire apartment,Entire home/apt,4,,1 bath,1,1,$85.00 ,2,30,2,2,1125,1125,2,1125,,4,115,14,2,3/23/16,9/6/20,96,10,9,10,10,10,10,t,1,2.1
11849595,Sunny 2 Bedroom English Apartment,18483697,7/20/14,"Washington, District of Columbia, United States",within an hour,100%,t,Petworth,4,4,t,t,"Washington, District of Columbia, United States",38.95424,-77.01093,Entire townhouse,Entire home/apt,4,,1 bath,2,2,$130.00 ,7,1125,7,7,1125,1125,7,1125,,0,134,8,0,4/24/16,4/12/20,95,10,10,10,10,10,10,t,2,2.49
11851356,EXQUISITE DUPONT CIRCLE TOWNHOUSE CENTRAL DC,35906337,6/15/15,"Washington, District of Columbia, United States",within an hour,90%,t,U Street Corridor,4,4,t,t,"Washington, District of Columbia, United States",38.91742,-77.03852,Entire townhouse,Entire home/apt,9,,3 baths,4,5,$599.00 ,4,30,4,4,30,30,4,30,,344,20,1,0,4/7/16,3/11/20,100,10,10,10,10,10,10,f,4,0.37
11866275,Foggy Bottom/Georgetown Apartment#1,58166745,2/10/16,"Washington, District of Columbia, United States",within an hour,97%,t,West End,5,5,t,t,"Washington, District of Columbia, United States",38.90271,-77.05498,Entire apartment,Entire home/apt,4,,1 bath,1,2,$145.86 ,2,1125,2,2,1125,1125,2,1125,,357,217,29,2,3/21/16,9/13/20,97,10,10,10,10,10,10,t,5,3.96
11868093,Foggy Bottom/Georgetown Apartment#2,58166745,2/10/16,"Washington, District of Columbia, United States",within an hour,97%,t,West End,5,5,t,t,"Washington, District of Columbia, United States",38.90437,-77.05484,Entire apartment,Entire home/apt,4,,1 bath,1,1,$220.00 ,1,1125,1,1,1125,1125,1,1125,,351,236,40,4,3/21/16,9/7/20,96,10,9,10,10,10,9,t,5,4.3
11868625,Foggy Bottom/Georgetown Apartment#4,58166745,2/10/16,"Washington, District of Columbia, United States",within an hour,97%,t,West End,5,5,t,t,"Washington, District of Columbia, United States",38.90392,-77.05403,Entire apartment,Entire home/apt,4,,1 bath,1,2,$140.00 ,1,1125,1,1,1125,1125,1,1125,,285,227,36,1,3/21/16,8/29/20,97,10,10,10,10,10,9,t,5,4.14
11888245,Cosy Studio near Washington Circle,1864688,3/5/12,"Washington, District of Columbia, United States",within an hour,98%,t,West End,15,15,t,t,,38.90282,-77.05185,Entire apartment,Entire home/apt,4,,1 bath,,2,$86.00 ,1,1000,1,1,1000,1000,1,1000,,81,227,29,0,3/25/16,8/15/20,96,10,10,10,10,10,10,t,14,4.15
11911646,U St Dupont Adams Morgan Townhouse4,9369966,10/11/13,"Bethesda, Maryland, United States",N/A,N/A,f,,4,4,t,t,"Washington, District of Columbia, United States",38.91722,-77.04001,Private room in townhouse,Private room,2,,1.5 baths,1,1,$83.00 ,5,770,5,5,770,770,5,770,,307,10,0,0,4/16/16,5/17/19,98,10,9,10,10,10,10,f,2,0.19
11922733,Beautiful new Logan circle condo,14772441,4/27/14,"Washington, District of Columbia, United States",N/A,N/A,t,Logan Circle,2,2,t,f,"Washington, District of Columbia, United States",38.91299,-77.03374,Entire condominium,Entire home/apt,3,,2 baths,2,2,$185.00 ,4,90,4,4,90,90,4,90,,73,5,0,0,5/12/16,1/23/17,100,10,10,10,10,10,10,f,2,0.09
11946738,Garden of Eden 2,6165522,4/30/13,"Washington, District of Columbia, United States",within an hour,97%,f,Eastland Gardens,6,6,t,t,"Washington, District of Columbia, United States",38.90513,-76.94533,Private room in house,Private room,1,,1.5 shared baths,1,1,$30.00 ,7,1125,7,7,1125,1125,7,1125,,338,11,2,1,4/25/17,9/2/20,88,9,8,9,8,9,9,f,5,0.26
11969940,Private Treehouse In Gorgeous Small Building - COVID Safety Protocols In Place - Great Open Layout,10292686,11/27/13,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,30,30,t,t,"Washington, District of Columbia, United States",38.88972,-76.99663,Entire apartment,Entire home/apt,2,,1 bath,,1,$108.00 ,30,500,2,30,365,500,28.7,495.7,,365,9,2,1,5/7/16,9/5/20,96,10,9,10,10,10,9,f,23,0.17
11970099,IDEAL SOCIAL DISTANCE SETUP Gorgeous 1890s Carriage House- 3 blocks to Capitol,10292686,11/27/13,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,30,30,t,t,"Washington, District of Columbia, United States",38.89067,-77.00155,Entire guesthouse,Entire home/apt,6,,1.5 baths,2,3,$275.00 ,30,500,3,30,300,500,27.9,486.1,,354,6,2,0,11/6/16,3/6/20,100,10,10,10,10,10,10,f,23,0.13
11970434,Gem in a Glover Park,63949846,3/21/16,"Washington, District of Columbia, United States",within an hour,100%,f,Glover Park,1,1,t,t,,38.92056,-77.07863,Private room in house,Private room,2,,1 bath,1,1,$80.00 ,1,1125,1,1,1125,1125,1,1125,,364,142,8,2,6/4/16,9/4/20,91,9,9,9,9,10,9,f,1,2.71
11971520,1 bedroom apartment in Logan Circle,63959940,3/21/16,"Washington, District of Columbia, United States",within an hour,100%,t,Logan Circle,1,1,t,t,"Washington, District of Columbia, United States",38.90829,-77.02681,Entire apartment,Entire home/apt,2,,1 bath,1,1,$149.29 ,3,1125,3,3,1125,1125,3,1125,,90,61,8,1,10/14/17,8/30/20,98,10,10,10,10,10,10,f,1,1.7
11981170,"Bright, Sunny Twin Room",835242,7/18/11,"Washington, District of Columbia, United States",within an hour,100%,t,Anacostia,3,3,t,f,"Washington, District of Columbia, United States",38.86294,-76.98857,Private room in house,Private room,1,,1 bath,1,1,$65.00 ,2,1125,2,2,1125,1125,2,1125,,365,27,2,0,4/6/16,10/28/19,97,10,10,10,10,9,10,f,3,0.5
11985730,Velvet Navy Wingback Chair,835242,7/18/11,"Washington, District of Columbia, United States",within an hour,100%,t,Anacostia,3,3,t,f,,38.86402,-76.98726,Private room in house,Private room,2,,1 bath,1,1,$75.00 ,2,1125,2,2,1125,1125,2,1125,,0,49,3,0,4/6/16,10/27/19,98,10,10,10,10,9,10,f,3,0.9
11990568,Classic 'Old World' Apartment,64096006,3/22/16,"Washington, District of Columbia, United States",N/A,N/A,f,North Cleveland Park,1,1,t,t,"Washington, District of Columbia, United States",38.95242,-77.06861,Entire apartment,Entire home/apt,3,,1 bath,1,1,$71.00 ,365,1125,365,365,1125,1125,365,1125,,365,0,0,0,,,,,,,,,,t,1,
12007279,Bright modern + comfortable DC base,9272585,10/6/13,"Washington, District of Columbia, United States",within a few hours,100%,f,Mount Pleasant,1,1,t,t,"Washington, District of Columbia, United States",38.932,-77.03873,Entire apartment,Entire home/apt,4,,1 bath,1,2,$99.00 ,5,28,5,5,28,28,5,28,,90,50,3,2,4/6/16,8/30/20,98,10,10,10,10,10,10,f,1,0.92
12084861,"2 BR up to 6 people Row-house, Capitalhill  DC",740018,6/24/11,"Takoma Park, Maryland, United States",N/A,N/A,t,Capitol Hill,1,1,t,t,,38.89328,-76.98659,Entire house,Entire home/apt,7,,1 bath,2,4,$185.00 ,2,180,2,2,1125,1125,2,1125,,329,119,17,0,2/21/17,3/12/20,98,10,10,10,10,10,10,t,1,2.73
12088417,SW waterfront Capitol Hill Condo BR,64793907,3/28/16,"Washington, District of Columbia, United States",N/A,N/A,f,Southwest Waterfront,1,1,t,f,"Washington, District of Columbia, United States",38.88118,-77.01748,Private room in condominium,Private room,2,,1 bath,1,1,$88.00 ,1,1125,1,1,1125,1125,1,1125,,0,46,0,0,4/5/16,1/11/18,97,10,10,10,10,10,10,f,1,0.85
12089485,AU Park/Tenleytown Colonial House,63913041,3/21/16,"Washington, District of Columbia, United States",N/A,N/A,f,American University Park,1,1,t,t,,38.95396,-77.08771,Entire house,Entire home/apt,8,,3 baths,3,5,$210.00 ,21,42,21,21,42,42,21,42,,0,0,0,0,,,,,,,,,,f,1,
12101634,Large Downtown apt with stunning Park Views,31584801,4/20/15,"New York, New York, United States",within an hour,100%,f,U Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.91856,-77.03473,Entire apartment,Entire home/apt,3,,1 bath,1,2,$80.00 ,2,1125,2,2,1125,1125,2,1125,,5,37,8,0,6/24/16,8/3/20,91,9,9,9,10,10,9,f,1,0.72
12107868,Foggy Bottom Studio - Easy Walk to the White House,6340713,5/11/13,"Washington, District of Columbia, United States",N/A,N/A,f,West End,1,1,t,t,"Washington, District of Columbia, United States",38.90349,-77.05006,Entire apartment,Entire home/apt,1,,1 bath,,1,$200.00 ,1,93,1,1,93,93,1,93,,0,3,0,0,4/22/16,1/23/17,80,9,8,10,10,9,9,f,1,0.06
12123195,Sunny Dupont Circle 1BR Apartment,8611126,9/3/13,"Washington, District of Columbia, United States",N/A,N/A,f,Dupont Circle,1,1,t,t,"Washington, District of Columbia, United States",38.91131,-77.04731,Shared room in apartment,Shared room,2,,1 shared bath,1,1,$75.00 ,1,1125,1,1,1125,1125,1,1125,,0,1,0,0,6/22/16,6/22/16,100,10,6,8,10,10,8,f,1,0.02
12133711,Georgetown/East Village Row House,22129209,10/4/14,"The Plains, Virginia, United States",within a day,89%,t,Georgetown,1,1,t,t,,38.90919,-77.05682,Entire townhouse,Entire home/apt,5,,1 bath,2,4,$300.00 ,2,1125,2,2,1125,1125,2,1125,,354,51,3,1,5/18/16,9/14/20,99,10,9,10,10,10,9,f,1,0.96
12135037,Elegant Flat in Logan,1864688,3/5/12,"Washington, District of Columbia, United States",within an hour,98%,t,West End,15,15,t,t,,38.90986,-77.02758,Entire condominium,Entire home/apt,4,,1 bath,1,2,$86.00 ,1,1000,1,1,1000,1000,1,1000,,57,234,44,2,4/19/16,9/3/20,96,10,9,10,10,10,9,t,14,4.34
12150141,English basement mins walk Chinatown/Downtown,65236794,3/31/16,"Washington, District of Columbia, United States",within an hour,100%,f,,1,1,t,t,,38.90407,-77.0198,Entire apartment,Entire home/apt,2,,1 bath,1,1,$99.00 ,5,130,5,5,130,130,5,130,,0,17,7,0,10/8/17,11/25/19,99,10,9,10,10,10,10,f,1,0.47
12152132,GREAT SOCIAL DISTANCING Closest Residential Building to the Capitol and Supreme Court |Ace Location| Separate Entrance |MONTHLY RATES AVAIL!,10292686,11/27/13,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,30,30,t,t,"Washington, District of Columbia, United States",38.89034,-77.00323,Entire apartment,Entire home/apt,4,,1 bath,1,1,$116.00 ,30,500,2,30,500,500,27.4,500,,365,27,7,1,4/10/16,8/31/20,95,10,9,10,10,10,9,f,23,0.5
12152164,One Room,4687213,1/13/13,"Washington, District of Columbia, United States",N/A,N/A,f,Logan Circle,1,1,t,t,,38.90762,-77.03062,Private room in apartment,Private room,1,,1 bath,1,1,$100.00 ,1,1125,1,1,1125,1125,1,1125,,0,1,0,0,4/7/16,4/7/16,100,10,10,10,10,10,10,f,1,0.02
