id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
16402698,3br apartment steps to the Convention Center!,18894652,7/25/14,"College Park, Maryland, United States",N/A,N/A,f,Mount Vernon Square,1,1,t,f,,38.9027,-77.01717,Entire apartment,Entire home/apt,6,,2 baths,3,3,"$1,000.00 ",1,2,1,1,2,2,1,2,,0,0,0,0,,,,,,,,,,t,1,
16403033,Bloomingdale Room Great for Any DC Trip,4518738,12/28/12,"Washington, District of Columbia, United States",N/A,N/A,f,Bloomingdale,2,2,t,t,,38.92066,-77.01169,Private room in house,Private room,2,,2 baths,1,1,$250.00 ,1,1125,1,1,1125,1125,1,1125,,0,0,0,0,,,,,,,,,,f,2,
16404369,Spacious Apartment on Charming Tree-Lined Street,11581366,1/23/14,"Washington, District of Columbia, United States",within an hour,100%,t,Shaw,2,2,t,t,"Washington, District of Columbia, United States",38.91029,-77.01846,Entire apartment,Entire home/apt,3,,1 bath,1,1,$79.00 ,2,90,30,30,1125,1125,30,1125,,93,278,35,0,12/29/16,6/21/20,98,10,9,10,10,10,10,t,2,6.22
16404971,"Great location, metro accessible!",21109032,9/8/14,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,"Washington, District of Columbia, United States",38.9055,-76.97237,Private room in apartment,Private room,2,,1 shared bath,1,1,$43.00 ,1,1125,1,1,1125,1125,1,1125,,0,24,0,0,12/30/16,6/27/18,90,9,9,9,10,9,9,f,1,0.54
16405079,Historic DuPont Circle Inn ~ Lincoln Room,39930655,7/29/15,"Washington, District of Columbia, United States",within an hour,96%,t,Logan Circle,89,89,t,t,"Washington, District of Columbia, United States",38.91131,-77.04399,Room in boutique hotel,Hotel room,2,,1 bath,,1,$89.00 ,1,1125,1,1,1125,1125,1,1125,,26,254,55,2,12/23/16,8/19/20,95,10,10,10,10,10,10,t,79,5.66
16407168,Basement Studio,82193614,7/6/16,"Washington, District of Columbia, United States",N/A,N/A,f,Langdon,5,5,t,t,,38.92422,-76.97781,Private room in house,Private room,1,,1 bath,1,1,$150.00 ,2,1125,2,2,1125,1125,2,1125,,362,0,0,0,,,,,,,,,,f,5,
16413061,Spacious Apartment in Heart of Capitol Hill,107552587,12/17/16,"Washington, District of Columbia, United States",within a few hours,100%,t,Capitol Hill,1,1,t,t,,38.88566,-76.9932,Entire apartment,Entire home/apt,4,,1 bath,1,3,$130.00 ,3,1125,3,3,1125,1125,3,1125,,237,89,13,0,3/13/17,3/9/20,100,10,10,10,10,10,10,f,1,2.11
16413101,"Bright, clean spot for inauguration weekend!",4261694,11/27/12,US,N/A,N/A,f,Columbia Heights,1,1,t,f,,38.92249,-77.03189,Entire apartment,Entire home/apt,4,,1 bath,2,4,$699.00 ,1,3,1,1,3,3,1,3,,0,0,0,0,,,,,,,,,,t,1,
16413243,4 blocks from the Capitol: 3 bedroom townhouse,107554253,12/17/16,US,N/A,N/A,f,Capitol Hill,1,1,t,f,"Washington, District of Columbia, United States",38.8904,-76.9989,Entire house,Entire home/apt,5,,2 baths,3,3,$250.00 ,1,1125,1,1,1125,1125,1,1125,,0,3,0,0,1/22/17,3/30/17,100,10,9,10,10,10,9,t,1,0.07
16414195,Private 1 Bedroom in the Heart of Capitol Hill,104524621,11/20/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,,38.89429,-77.00121,Entire apartment,Entire home/apt,2,,1 bath,1,1,$86.00 ,2,1125,2,2,1125,1125,2,1125,,0,7,0,0,12/22/16,7/20/17,97,10,10,10,10,10,10,t,1,0.16
16414517,Enjoy Extended Stays on Capitol Hill/Lincoln Park,21493494,9/18/14,"Washington, District of Columbia, United States",within a few hours,100%,t,Georgetown,15,15,t,t,"Washington, District of Columbia, United States",38.88812,-76.99049,Entire guest suite,Entire home/apt,4,,1 bath,1,1,$127.00 ,2,90,2,2,90,90,2,90,,56,102,16,0,1/21/17,3/9/20,95,10,9,10,10,10,9,f,13,2.32
16415014,Cozy Place to Call Home in DC!,107569275,12/17/16,"Washington, District of Columbia, United States",N/A,N/A,f,Park View,1,1,t,t,,38.92818,-77.02579,Private room in house,Private room,1,,1 shared bath,1,1,$65.00 ,2,14,2,2,14,14,2,14,,0,25,0,0,1/22/17,3/1/18,99,10,10,10,10,10,10,f,1,0.57
16415029,Huge guest room,2615928,6/12/12,"Washington, District of Columbia, United States",within an hour,100%,t,Shipley Terrace,2,2,t,t,"Washington, District of Columbia, United States",38.84455,-76.98154,Private room in house,Private room,2,,1 shared bath,1,1,$65.00 ,3,1125,2,3,1125,1125,2.7,1125,,0,34,5,0,4/4/18,11/24/19,100,10,10,10,10,10,10,t,1,1.16
16415074,"Centrally Located, Logan Circle Home with Parking!",21493494,9/18/14,"Washington, District of Columbia, United States",within a few hours,100%,t,Georgetown,15,15,t,t,,38.91247,-77.03416,Entire apartment,Entire home/apt,6,,2 baths,2,2,$237.00 ,2,90,2,2,90,90,2,90,,11,142,34,2,12/30/16,8/6/20,98,10,10,10,10,10,10,f,13,3.18
16415389,Beer & Bacon: Entire Apt by U Street,107573807,12/17/16,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,"Washington, District of Columbia, United States",38.91981,-77.03578,Entire apartment,Entire home/apt,4,,1 bath,1,2,$80.00 ,2,1125,2,2,1125,1125,2,1125,,0,17,0,0,12/28/16,8/13/17,94,10,10,10,10,10,10,f,1,0.38
16415944,Best Inauguration Weekend Bet - Capitol Hill,8239311,8/18/13,"Washington, District of Columbia, United States",N/A,N/A,f,Kingman Park,1,1,t,t,,38.89803,-76.98279,Entire house,Entire home/apt,5,,1.5 baths,2,2,$850.00 ,2,2,2,2,2,2,2,2,,0,0,0,0,,,,,,,,,,t,1,
16416270,"Cute/cozy entire 1 BR apartment in Shaw, DC",24497847,12/4/14,"Washington, District of Columbia, United States",N/A,N/A,f,Shaw,1,1,t,f,"Washington, District of Columbia, United States",38.91097,-77.0214,Entire apartment,Entire home/apt,3,,1 bath,1,1,$95.00 ,2,5,2,2,5,5,2,5,,0,10,0,0,9/4/17,2/20/19,98,10,10,10,10,10,10,t,1,0.27
16416330,Luxury Condo in the Heart of Georgetown,107584062,12/17/16,US,N/A,N/A,f,Georgetown,1,1,t,f,,38.9051,-77.05575,Entire condominium,Entire home/apt,3,,1 bath,1,1,"$1,000.00 ",2,7,2,2,7,7,2,7,,0,0,0,0,,,,,,,,,,f,1,
16417812,Modern 1 bedroom apt - 5 min walk to union station,107601380,12/17/16,"Washington, District of Columbia, United States",N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,f,,38.90107,-77.00036,Entire apartment,Entire home/apt,3,,1 bath,1,2,$100.00 ,10,10,10,10,10,10,10,10,,0,0,0,0,,,,,,,,,,t,1,
16421318,"2 Bedroom, 2 Bath Apartment Near Capitol Hill",107638902,12/18/16,"Cedar Rapids, Iowa, United States",N/A,N/A,f,Truxton Circle,1,1,t,t,,38.90719,-77.01284,Entire apartment,Entire home/apt,4,,2 baths,2,2,"$1,500.00 ",1,3,1,1,3,3,1,3,,87,0,0,0,,,,,,,,,,f,1,
16422477,INAUGURATION Townhouse 2 blocks from U.S. Capitol,68220917,4/21/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,,38.88551,-77.00959,Entire townhouse,Entire home/apt,4,,2.5 baths,2,2,"$1,600.00 ",4,1125,4,4,1125,1125,4,1125,,0,0,0,0,,,,,,,,,,f,1,
16422635,Very well-located and maintained apartment,107652707,12/18/16,US,N/A,N/A,f,Dupont Circle,1,1,t,f,"Washington, District of Columbia, United States",38.91513,-77.04382,Entire apartment,Entire home/apt,4,,1 bath,1,2,$600.00 ,3,4,3,3,4,4,3,4,,0,0,0,0,,,,,,,,,,f,1,
16423443,"Cozy, Modern Basecamp in Heart of DC--New Listing!",6013872,4/20/13,"Rusholme, England, United Kingdom",N/A,N/A,f,Judiciary Square,3,3,t,f,"Washington, District of Columbia, United States",38.90011,-77.0197,Entire apartment,Entire home/apt,3,,1 bath,1,1,$109.00 ,2,4,2,2,4,4,2,4,,0,0,0,0,,,,,,,,,,t,1,
16423627,DC NoMa Apartment,107661799,12/18/16,"Washington, District of Columbia, United States",N/A,N/A,t,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.90438,-77.0022,Entire apartment,Entire home/apt,2,,1 bath,1,1,$91.00 ,2,5,2,2,5,5,2,5,,0,111,15,0,3/26/17,3/14/20,97,10,10,10,10,10,10,f,1,2.66
16423741,Spacious Dupont 1BR; Top Floor,6030345,4/21/13,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,,38.90781,-77.03739,Entire apartment,Entire home/apt,3,,1 bath,1,1,$133.00 ,2,1125,2,2,1125,1125,2,1125,,0,9,0,0,12/23/16,6/12/17,85,10,9,10,10,10,9,t,1,0.2
16424027,Townhouse in the heart of Shaw - Sleeps 4-6 ppl,85663459,7/24/16,US,N/A,N/A,f,Shaw,1,1,t,f,"Washington, District of Columbia, United States",38.90964,-77.02258,Entire house,Entire home/apt,4,,2 baths,2,2,$299.00 ,1,6,1,1,6,6,1,6,,0,0,0,0,,,,,,,,,,t,1,
16424378,Private bdrm in luxury building w/ en suite bath,22539400,10/14/14,"Washington, District of Columbia, United States",N/A,N/A,f,Mount Vernon Square,1,1,t,f,,38.90104,-77.01556,Private room in apartment,Private room,2,,2.5 baths,1,1,$75.00 ,4,1125,4,4,1125,1125,4,1125,,0,0,0,0,,,,,,,,,,f,1,
16425397,Beautiful family friendly rowhouse in NE DC,15015000,5/2/14,"Baltimore, Maryland, United States",N/A,N/A,f,Edgewood,1,1,t,t,"Washington, District of Columbia, United States",38.92064,-77.00138,Entire house,Entire home/apt,7,,1.5 baths,2,3,$300.00 ,2,4,2,2,4,4,2,4,,0,0,0,0,,,,,,,,,,f,1,
16426700,Renovated Capitol Hill Home- Gorgeous & Convenient,107690500,12/18/16,US,N/A,N/A,f,Kingman Park,1,1,f,f,,38.89777,-76.97703,Entire house,Entire home/apt,8,,2.5 baths,,2,$200.00 ,2,1125,2,2,1125,1125,2,1125,,0,0,0,0,,,,,,,,,,t,1,
16427431,"Sleek, Accessible 1 bedroom - Walk to Inauguration",94079641,9/7/16,US,N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,f,,38.90007,-77.01003,Entire apartment,Entire home/apt,2,,1 bath,1,1,$500.00 ,1,1125,1,1,1125,1125,1,1125,,0,1,0,0,12/21/16,12/21/16,,,,,,,,f,1,0.02
16428041,"Lamont Street 2 BR, Perfect for Inauguration Day",107703003,12/18/16,"Washington, District of Columbia, United States",N/A,N/A,f,Mount Pleasant,1,1,t,t,,38.93144,-77.03831,Entire apartment,Entire home/apt,4,,1 bath,2,2,$600.00 ,2,3,2,2,3,3,2,3,,363,1,0,0,12/30/16,12/30/16,,,,,,,,t,1,0.02
16429889,Charming 3br/2.5ba in heart of Capitol Hill,107720610,12/19/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,,38.89264,-77.00243,Entire townhouse,Entire home/apt,5,,2.5 baths,3,2,$250.00 ,3,1125,3,3,1125,1125,3,1125,,0,1,0,0,2/9/19,2/9/19,,,,,,,,t,1,0.05
16429958,Capitol Hill - Walk to the Mall and Eastern Market,107722363,12/19/16,"Washington, District of Columbia, United States",within a day,50%,t,Capitol Hill,1,1,t,t,,38.8919,-76.99433,Entire apartment,Entire home/apt,3,,1 bath,1,1,$150.00 ,4,1125,4,4,1125,1125,4,1125,,359,2,1,0,11/15/17,12/27/19,100,10,10,10,10,10,10,f,1,0.06
16434871,Master Bedroom nestled in the trees,103521317,11/13/16,"Silver Spring, Maryland, United States",N/A,N/A,t,"Silver Spring, MD",1,1,t,t,"Silver Spring, Maryland, United States",38.99549,-77.04067,Private room in house,Private room,1,,1 shared bath,1,1,$60.00 ,10,1125,10,10,1125,1125,10,1125,,364,28,4,0,7/31/17,2/25/20,97,10,9,10,10,10,10,t,1,0.74
16437127,"Cozy, Modern Capitol Hill Row Home",67398999,4/16/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.88803,-76.99144,Entire townhouse,Entire home/apt,6,,1.5 baths,2,2,$580.00 ,2,7,2,2,7,7,2,7,,0,0,0,0,,,,,,,,,,f,1,
16437901,Sunny studio with outdoor space available Aug 30!,83394726,7/12/16,"Washington, District of Columbia, United States",within a day,100%,f,,1,1,t,t,"Washington, District of Columbia, United States",38.9098,-77.04259,Entire apartment,Entire home/apt,3,,1 bath,,2,$75.00 ,108,730,108,108,730,730,108,730,,0,4,0,0,1/16/17,10/8/17,100,10,10,10,10,10,10,f,1,0.09
16438473,Sofabed Near Eastern Market,102159854,11/1/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,,38.88298,-76.99903,Shared room in apartment,Shared room,1,,1 shared bath,1,1,$76.00 ,5,6,5,5,6,6,5,6,,0,0,0,0,,,,,,,,,,f,1,
16438719,H street corridor / Capitol Hill - 1BR/1BA,106286759,12/5/16,"Washington, District of Columbia, United States",N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.8998,-76.99893,Entire townhouse,Entire home/apt,5,,1 bath,1,1,$150.00 ,2,10,2,2,10,10,2,10,,241,6,4,0,3/20/17,11/8/19,96,9,10,10,10,10,10,f,1,0.14
16439232,Private room in Van Ness near metro/bus,37501120,7/4/15,US,N/A,N/A,f,North Cleveland Park,1,1,t,f,,38.9506,-77.06927,Private room in condominium,Private room,2,,1 shared bath,1,1,$250.00 ,1,7,1,1,7,7,1,7,,0,0,0,0,,,,,,,,,,f,1,
16439413,Town House for Women's March,11292177,1/14/14,"Washington, District of Columbia, United States",N/A,N/A,f,Foxhall,1,1,t,t,,38.90769,-77.08058,Entire house,Entire home/apt,8,,2.5 baths,4,5,"$2,200.00 ",2,4,2,2,4,4,2,4,,0,0,0,0,,,,,,,,,,f,1,
16439578,Grand Debut: Stunning new Capitol Hill Apartment,7547373,7/17/13,"Washington, District of Columbia, United States",within an hour,100%,t,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.89834,-76.99019,Entire townhouse,Entire home/apt,4,,1 bath,1,2,$118.00 ,2,12,2,2,12,12,2,12,,296,193,42,3,1/21/17,8/23/20,98,10,9,10,10,10,10,t,1,4.39
16441567,"A Convenient, Cozy, and Comfortable Stay",33861861,5/20/15,"Washington, District of Columbia, United States",N/A,N/A,f,Eckington,1,1,t,t,"Washington, District of Columbia, United States",38.91541,-77.00174,Entire apartment,Entire home/apt,3,,1 bath,1,2,$104.00 ,2,1125,2,2,1125,1125,2,1125,,0,75,0,0,1/10/17,10/28/18,97,10,10,10,10,9,10,t,1,1.69
16441766,Spacious rowhouse in H St Corridor,63969167,3/21/16,"New York, New York, United States",N/A,N/A,f,Near Northeast/H Street Corridor,1,1,t,t,,38.90064,-76.98863,Private room in house,Private room,8,,2.5 baths,3,3,"$1,000.00 ",1,4,1,1,4,4,1,4,,0,0,0,0,,,,,,,,,,f,1,
16442548,"Charming rowhouse, great area!",17920253,7/10/14,"Washington, District of Columbia, United States",N/A,N/A,f,,3,3,t,t,"Washington, District of Columbia, United States",38.91965,-77.02762,Entire townhouse,Entire home/apt,6,,1.5 baths,2,3,$152.00 ,2,14,2,2,14,14,2,14,,0,10,0,0,12/28/16,5/26/19,96,10,9,10,10,10,10,f,1,0.22
16443106,Private Room with Private Entrance and Patio,107835429,12/19/16,"Washington, District of Columbia, United States",a few days or more,0%,f,Bloomingdale,2,2,t,t,,38.91666,-77.01186,Private room in house,Private room,2,,1 shared bath,1,1,$50.00 ,1,7,1,1,7,7,1,7,,27,147,11,0,12/31/16,3/2/20,91,9,8,10,9,9,9,t,2,3.29
16443290,"Cozy, clean , Private room and great location 3",107838619,12/19/16,"Washington, District of Columbia, United States",N/A,N/A,f,Wesley Heights,1,1,t,f,,38.9325,-77.09047,Private room in house,Private room,1,,1 shared bath,1,1,$100.00 ,1,4,1,1,4,4,1,4,,90,2,0,0,1/15/17,5/9/17,,,,,,,,f,1,0.05
16443343,Cozy 3BD Row House near Capitol Hill,76644652,6/8/16,"Washington, District of Columbia, United States",within a day,100%,f,Barney Circle,1,1,t,f,,38.88425,-76.98397,Entire house,Entire home/apt,4,,1.5 baths,3,4,$600.00 ,1,1125,1,1,1125,1125,1,1125,,89,1,0,0,5/16/19,5/16/19,100,8,10,10,10,10,10,f,1,0.06
16444491,Washington DC !! LOVELY ROOM IN BEAUTIFUL DC,72953247,5/19/16,"Accra, Greater Accra Region, Ghana",a few days or more,0%,f,Adams Morgan,4,4,t,t,,38.92234,-77.03704,Entire house,Entire home/apt,3,,1.5 baths,1,2,$850.00 ,2,1125,2,2,1125,1125,2,1125,,0,1,0,0,5/1/17,5/1/17,,,,,,,,f,1,0.02
16447429,Beautiful Chevy Chase Row Home,25964857,1/11/15,"Washington, District of Columbia, United States",a few days or more,0%,f,,1,1,t,f,,38.95548,-77.07087,Entire house,Entire home/apt,4,,2 baths,2,3,"$2,500.00 ",1,1125,1,1,1125,1125,1,1125,,179,0,0,0,,,,,,,,,,f,1,
16448459,Beautiful Newly Renovated 2 Bedroom Apt Takoma Pk,107888317,12/20/16,US,within a few hours,100%,t,Takoma,0,0,f,f,"Washington, District of Columbia, United States",38.97356,-77.02595,Entire apartment,Entire home/apt,4,,1 bath,2,3,$100.00 ,12,180,12,12,1125,1125,12,1125,,149,2,2,0,2/29/20,4/12/20,100,10,10,10,10,8,10,t,1,0.32
16449070,Cozy Capitol Hill English Basement,107893704,12/20/16,US,N/A,N/A,f,Capitol Hill,1,1,t,f,,38.88465,-77.00708,Entire apartment,Entire home/apt,4,,1 bath,1,1,"$1,700.00 ",3,3,3,3,3,3,3,3,,0,0,0,0,,,,,,,,,,t,1,
16449357,Hosting for the Inauguration / Million Woman March,107896506,12/20/16,"Washington, District of Columbia, United States",N/A,N/A,f,Dupont Circle,1,1,t,f,"Washington, District of Columbia, United States",38.91282,-77.04342,Entire apartment,Entire home/apt,2,,1 bath,,1,$350.00 ,1,3,1,1,3,3,1,3,,90,1,0,0,4/2/17,4/2/17,,,,,,,,t,1,0.02
16449570,Beautiful bedroom steps from the Capitol,4824091,1/23/13,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,,38.89277,-76.99236,Private room in house,Private room,3,,1 bath,1,1,$450.00 ,2,5,2,2,5,5,2,5,,90,0,0,0,,,,,,,,,,t,1,
16450285,"Large, 1BR/1BA private home, Shaw/National Mall",5241444,2/26/13,"Washington, District of Columbia, United States",N/A,N/A,f,Truxton Circle,1,1,t,t,,38.9121,-77.01496,Entire condominium,Entire home/apt,4,,1 bath,1,1,$850.00 ,3,1125,3,3,1125,1125,3,1125,,87,0,0,0,,,,,,,,,,f,1,
16451547,Spacious 2 BR Surrounded by 5 Star Conveniences,22308548,10/8/14,"Washington, District of Columbia, United States",N/A,N/A,f,Shaw,1,1,t,t,"Washington, District of Columbia, United States",38.91324,-77.02021,Entire apartment,Entire home/apt,4,,1 bath,2,2,$127.00 ,3,7,3,3,7,7,3,7,,0,20,0,0,1/21/17,6/10/18,98,10,10,10,10,10,10,t,1,0.46
16452437,Inauguaration - 2 bedroom 7 min from White House,10195723,11/22/13,"Washington, District of Columbia, United States",N/A,N/A,f,Logan Circle,1,1,t,f,"Washington, District of Columbia, United States",38.90674,-77.03079,Entire apartment,Entire home/apt,5,,2 baths,2,2,$700.00 ,2,1125,2,2,1125,1125,2,1125,,0,0,0,0,,,,,,,,,,t,1,
16452808,Beautiful Two Level Condo in vibrant Adams Morgan,107316973,12/15/16,,a few days or more,0%,f,,1,1,t,f,,38.92319,-77.04319,Entire condominium,Entire home/apt,6,,2 baths,2,4,$800.00 ,3,1125,3,3,1125,1125,3,1125,,1,0,0,0,,,,,,,,,,t,1,
16453064,Classic Patriotic Capitol Hill / H Street Home,104127819,11/17/16,"Washington, District of Columbia, United States",within an hour,100%,t,Kingman Park,4,4,t,t,"Washington, District of Columbia, United States",38.89451,-76.98464,Entire townhouse,Entire home/apt,10,,1.5 baths,3,5,$323.00 ,2,1125,2,2,1125,1125,2,1125,,0,1,0,0,8/17/17,8/17/17,80,8,6,10,8,8,,f,4,0.03
16453579,Private Room in Park View,32865087,5/7/15,"Washington, District of Columbia, United States",N/A,N/A,f,Park View,1,1,t,t,"Washington, District of Columbia, United States",38.93183,-77.01915,Private room in apartment,Private room,2,,1 private bath,1,1,$300.00 ,1,1125,1,1,1125,1125,1,1125,,0,1,0,0,1/12/17,1/12/17,100,10,10,10,10,10,10,f,1,0.02
16453909,"Stylish, Contemporary Row House near Capitol",902113,8/1/11,"Washington, District of Columbia, United States",N/A,N/A,t,Trinidad,1,1,t,t,"Washington, District of Columbia, United States",38.9052,-76.98314,Entire townhouse,Entire home/apt,4,,1 bath,2,2,$80.00 ,2,14,2,2,14,14,2,14,,0,20,5,0,1/22/17,12/22/19,98,10,10,10,10,9,10,f,1,0.46
16454408,Historic DuPont Circle Inn ~ Moroccan Room,39930655,7/29/15,"Washington, District of Columbia, United States",within an hour,96%,t,Logan Circle,89,89,t,t,"Washington, District of Columbia, United States",38.91131,-77.04399,Private room in house,Private room,2,,1 private bath,1,1,$96.00 ,1,1125,1,1,1125,1125,1,1125,,35,233,37,4,12/26/16,8/26/20,94,10,10,10,10,10,10,t,79,5.2
16454685,"Historic Home Next to Capitol, Walk to Everything!",18393059,7/19/14,United States,within an hour,100%,t,Capitol Hill,3,3,t,t,"Washington, District of Columbia, United States",38.88429,-77.00655,Entire townhouse,Entire home/apt,9,,2 baths,3,6,$194.00 ,1,1125,1,2,1125,1125,1.2,1125,,293,254,52,2,12/29/16,8/10/20,99,10,10,10,10,10,10,t,3,5.68
16455525,Mod High-Rise w/ Views & Parking Pass📍16th St/Admo,6884483,6/12/13,"Washington, District of Columbia, United States",within an hour,100%,t,Adams Morgan,0,0,t,f,"Washington, District of Columbia, United States",38.92488,-77.03845,Entire condominium,Entire home/apt,2,,1 bath,,1,$111.00 ,2,1125,2,2,1125,1125,2,1125,,90,42,19,6,1/22/17,8/26/20,99,10,10,10,10,10,10,t,1,0.96
16456318,Excellent apartment in Adams Morgan/Dupont,43332564,9/4/15,"Washington, District of Columbia, United States",N/A,N/A,f,U Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.91692,-77.03871,Private room in apartment,Private room,6,,1 shared bath,2,3,$700.00 ,1,6,1,1,6,6,1,6,,89,0,0,0,,,,,,,,,,f,1,
16456577,Elegant 2BR Condo - walk to Nat'l Mall & 2 metros!,25415212,12/30/14,"Washington, District of Columbia, United States",N/A,N/A,f,West End,1,1,t,t,"Washington, District of Columbia, United States",38.90526,-77.05149,Entire apartment,Entire home/apt,6,,1.5 baths,2,3,$503.00 ,3,8,3,3,8,8,3,8,,180,5,0,0,4/6/17,5/18/19,100,10,10,10,10,10,10,t,1,0.12
16461640,Five block walk to Inauguration! Capitol Hill home,108003528,12/21/16,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,,38.88138,-77.00536,Entire house,Entire home/apt,6,,3 baths,3,3,"$1,499.00 ",2,5,2,2,5,5,2,5,,0,0,0,0,,,,,,,,,,t,1,
16462028,Your Perfect Capitol Hill HQ!,108007021,12/21/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.89233,-77.00072,Entire house,Entire home/apt,8,,2.5 baths,3,4,$340.00 ,2,90,1,2,1125,1125,2,1125,,153,99,26,4,1/21/17,8/23/20,95,10,9,10,10,10,10,t,1,2.25
16462766,Charming 2 Bedroom Apartment for Inauguration,21912067,9/29/14,"Washington, District of Columbia, United States",N/A,N/A,f,Adams Morgan,1,1,t,t,"Washington, District of Columbia, United States",38.92466,-77.04596,Entire apartment,Entire home/apt,4,,1.5 baths,2,2,$695.00 ,2,1125,2,2,1125,1125,2,1125,,0,0,0,0,,,,,,,,,,t,1,
16463837,Sojourn Spacious & Bright in Capitol Hill,39930655,7/29/15,"Washington, District of Columbia, United States",within an hour,96%,t,Logan Circle,89,89,t,t,"Washington, District of Columbia, United States",38.88398,-76.99217,Entire apartment,Entire home/apt,5,,1 bath,1,2,$106.00 ,1,1125,1,1,1125,1125,1,1125,,13,166,37,1,1/11/17,8/8/20,95,9,10,10,10,10,9,t,79,3.75
16464303,"Spacious, Bright Apartment near Meridian Hill Park",17481576,7/1/14,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,,38.92298,-77.03196,Entire apartment,Entire home/apt,4,,1 bath,2,2,$100.00 ,2,1125,2,2,1125,1125,2,1125,,0,2,0,0,1/22/17,7/9/17,90,10,8,10,10,10,10,f,1,0.05
16464310,1br/1ba Apartment Perfect for Inauguration!,72712500,5/18/16,"Washington, District of Columbia, United States",N/A,N/A,f,Bloomingdale,1,1,t,f,,38.91579,-77.01139,Entire apartment,Entire home/apt,4,,1 bath,1,1,$200.00 ,1,1125,1,1,1125,1125,1,1125,,0,0,0,0,,,,,,,,,,t,1,
16464353,Nightly rental space,106389025,12/6/16,"Washington, District of Columbia, United States",N/A,N/A,f,Southwest Waterfront,1,1,t,f,,38.87934,-77.01411,Entire apartment,Entire home/apt,3,,1 bath,1,1,$207.00 ,1,1000,1,1,1000,1000,1,1000,,365,1,0,0,1/22/17,1/22/17,100,10,10,10,10,10,10,f,1,0.02
16465485,A Tranquil Oasis in Heart of Historic Mt. Pleasant,13720227,3/31/14,"Washington, District of Columbia, United States",within an hour,94%,t,Mount Pleasant,1,1,t,t,"Washington, District of Columbia, United States",38.9329,-77.04219,Private room in house,Private room,2,,1 private bath,1,1,$101.00 ,1,15,1,1,15,15,1,15,,240,272,75,5,5/23/17,8/16/20,98,10,10,10,10,10,10,f,1,6.82
16465756,Cozy Photographer's Studio in Heart of DC,26383175,1/19/15,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,,38.91031,-77.04192,Entire apartment,Entire home/apt,2,,1 bath,,1,$550.00 ,2,10,2,2,10,10,2,10,,88,0,0,0,,,,,,,,,,f,1,
16466316,Huge Home Presidential Inauguration week 2017,108042585,12/21/16,"Washington, District of Columbia, United States",a few days or more,0%,f,Lamond Riggs,1,1,t,f,,38.96371,-77.00488,Entire house,Entire home/apt,10,,3.5 baths,4,4,"$3,500.00 ",7,10,7,7,10,10,7,10,,365,0,0,0,,,,,,,,,,f,1,
16467073,Private Apartment in Historic East Capitol Hill,59212497,2/17/16,"Washington, District of Columbia, United States",within an hour,100%,t,Kingman Park,1,1,t,f,"Washington, District of Columbia, United States",38.89522,-76.97992,Entire apartment,Entire home/apt,3,,1 bath,1,2,$86.00 ,2,1125,2,2,1125,1125,2,1125,,0,92,27,4,1/21/17,8/24/20,97,10,10,10,10,9,9,f,1,2.09
